CustomerOrderNumber|CustomerOrderLineNumber|SiteCode|ItemCode|EstimatedDeliveryDate|OrderedQuantity|OrderLineStatusIndicator|IBTDestinationSiteCode|OutstandingQuantity
CO_CLOTH01_20240423_STORE_002_0046|5|STORE_002|ITM_BOT_0005|2024-04-23 00:00:00|2|Placed||2
CO_CLOTH01_20240424_STORE_001_0047|1|STORE_001|ITM_BAS_0001|2024-04-24 00:00:00|12|Placed||12
CO_CLOTH01_20240424_STORE_001_0047|2|STORE_001|ITM_BAS_0002|2024-04-24 00:00:00|13|Placed||13
CO_CLOTH01_20240424_STORE_001_0047|3|STORE_001|ITM_TOP_0003|2024-04-24 00:00:00|7|Placed||7
CO_CLOTH01_20240424_STORE_001_0047|4|STORE_001|ITM_TOP_0004|2024-04-24 00:00:00|3|Placed||3
CO_CLOTH01_20240424_STORE_001_0047|5|STORE_001|ITM_BOT_0005|2024-04-24 00:00:00|3|Placed||3
CO_CLOTH01_20240424_STORE_002_0048|1|STORE_002|ITM_BAS_0001|2024-04-24 00:00:00|18|Placed||18
CO_CLOTH01_20240424_STORE_002_0048|2|STORE_002|ITM_BAS_0002|2024-04-24 00:00:00|9|Placed||9
CO_CLOTH01_20240424_STORE_002_0048|3|STORE_002|ITM_TOP_0003|2024-04-24 00:00:00|8|Placed||8
CO_CLOTH01_20240424_STORE_002_0048|4|STORE_002|ITM_TOP_0004|2024-04-24 00:00:00|1|Placed||1
CO_CLOTH01_20240424_STORE_002_0048|5|STORE_002|ITM_BOT_0005|2024-04-24 00:00:00|6|Placed||6
CO_CLOTH01_20240425_STORE_001_0049|1|STORE_001|ITM_BAS_0001|2024-04-25 00:00:00|15|Placed||15
CO_CLOTH01_20240425_STORE_001_0049|2|STORE_001|ITM_BAS_0002|2024-04-25 00:00:00|13|Placed||13
CO_CLOTH01_20240425_STORE_001_0049|3|STORE_001|ITM_TOP_0003|2024-04-25 00:00:00|5|Placed||5
CO_CLOTH01_20240425_STORE_001_0049|4|STORE_001|ITM_BOT_0005|2024-04-25 00:00:00|2|Placed||2
CO_CLOTH01_20240425_STORE_002_0050|1|STORE_002|ITM_BAS_0001|2024-04-25 00:00:00|8|Placed||8
CO_CLOTH01_20240425_STORE_002_0050|2|STORE_002|ITM_BAS_0002|2024-04-25 00:00:00|14|Placed||14
CO_CLOTH01_20240425_STORE_002_0050|3|STORE_002|ITM_TOP_0003|2024-04-25 00:00:00|7|Placed||7
CO_CLOTH01_20240425_STORE_002_0050|4|STORE_002|ITM_TOP_0004|2024-04-25 00:00:00|1|Placed||1
CO_CLOTH01_20240425_STORE_002_0050|5|STORE_002|ITM_BOT_0005|2024-04-25 00:00:00|5|Placed||5
CO_CLOTH01_20240426_STORE_001_0051|1|STORE_001|ITM_BAS_0001|2024-04-26 00:00:00|17|Placed||17
CO_CLOTH01_20240426_STORE_001_0051|2|STORE_001|ITM_BAS_0002|2024-04-26 00:00:00|13|Placed||13
CO_CLOTH01_20240426_STORE_001_0051|3|STORE_001|ITM_TOP_0003|2024-04-26 00:00:00|9|Placed||9
CO_CLOTH01_20240426_STORE_001_0051|4|STORE_001|ITM_TOP_0004|2024-04-26 00:00:00|7|Placed||7
CO_CLOTH01_20240426_STORE_002_0052|1|STORE_002|ITM_BAS_0001|2024-04-26 00:00:00|19|Placed||19
CO_CLOTH01_20240426_STORE_002_0052|2|STORE_002|ITM_BAS_0002|2024-04-26 00:00:00|25|Placed||25
CO_CLOTH01_20240426_STORE_002_0052|3|STORE_002|ITM_TOP_0003|2024-04-26 00:00:00|5|Placed||5
CO_CLOTH01_20240426_STORE_002_0052|4|STORE_002|ITM_TOP_0004|2024-04-26 00:00:00|6|Placed||6
CO_CLOTH01_20240427_STORE_001_0053|1|STORE_001|ITM_BAS_0001|2024-04-27 00:00:00|17|Placed||17
CO_CLOTH01_20240427_STORE_001_0053|2|STORE_001|ITM_BAS_0002|2024-04-27 00:00:00|15|Placed||15
CO_CLOTH01_20240427_STORE_001_0053|3|STORE_001|ITM_TOP_0003|2024-04-27 00:00:00|14|Placed||14
CO_CLOTH01_20240427_STORE_001_0053|4|STORE_001|ITM_TOP_0004|2024-04-27 00:00:00|2|Placed||2
CO_CLOTH01_20240427_STORE_001_0053|5|STORE_001|ITM_BOT_0005|2024-04-27 00:00:00|1|Placed||1
CO_CLOTH01_20240427_STORE_002_0054|1|STORE_002|ITM_BAS_0001|2024-04-27 00:00:00|12|Placed||12
CO_CLOTH01_20240427_STORE_002_0054|2|STORE_002|ITM_BAS_0002|2024-04-27 00:00:00|16|Placed||16
CO_CLOTH01_20240427_STORE_002_0054|3|STORE_002|ITM_TOP_0003|2024-04-27 00:00:00|3|Placed||3
CO_CLOTH01_20240427_STORE_002_0054|4|STORE_002|ITM_TOP_0004|2024-04-27 00:00:00|6|Placed||6
CO_CLOTH01_20240427_STORE_002_0054|5|STORE_002|ITM_BOT_0005|2024-04-27 00:00:00|3|Placed||3
CO_CLOTH01_20240428_STORE_001_0055|1|STORE_001|ITM_BAS_0001|2024-04-28 00:00:00|19|Placed||19
CO_CLOTH01_20240428_STORE_001_0055|2|STORE_001|ITM_BAS_0002|2024-04-28 00:00:00|10|Placed||10
CO_CLOTH01_20240428_STORE_001_0055|3|STORE_001|ITM_TOP_0003|2024-04-28 00:00:00|7|Placed||7
CO_CLOTH01_20240428_STORE_001_0055|4|STORE_001|ITM_TOP_0004|2024-04-28 00:00:00|2|Placed||2
CO_CLOTH01_20240428_STORE_001_0055|5|STORE_001|ITM_BOT_0005|2024-04-28 00:00:00|1|Placed||1
CO_CLOTH01_20240428_STORE_002_0056|1|STORE_002|ITM_BAS_0001|2024-04-28 00:00:00|8|Placed||8
CO_CLOTH01_20240428_STORE_002_0056|2|STORE_002|ITM_BAS_0002|2024-04-28 00:00:00|7|Placed||7
CO_CLOTH01_20240428_STORE_002_0056|3|STORE_002|ITM_TOP_0003|2024-04-28 00:00:00|8|Placed||8
CO_CLOTH01_20240428_STORE_002_0056|4|STORE_002|ITM_TOP_0004|2024-04-28 00:00:00|2|Placed||2
CO_CLOTH01_20240428_STORE_002_0056|5|STORE_002|ITM_BOT_0005|2024-04-28 00:00:00|3|Placed||3
