PurchaseOrderNumber|PurchaseOrderLineNumber|SiteCode|ItemCode|EstimatedReceiptDate|OrderedQuantity|OrderLineStatusIndicator|SupplierCode|CurrencyCode|IBTSiteCode|OutstandingQuantity|CostPerUnit
PO_CLOTH01_20240422_DC_01_IBT_000054|4|STORE_001|ITM_TEE_BASIC_M|2024-04-22 00:00:00|6|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240422_DC_01_IBT_000055|1|STORE_002|ITM_CHIPS_8OZ|2024-04-22 00:00:00|9|Delivered||USD|DC_01|0|8.24
PO_CLOTH01_20240422_DC_01_IBT_000055|2|STORE_002|ITM_JEANS_BLUE_30|2024-04-22 00:00:00|5|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240422_DC_01_IBT_000055|3|STORE_002|ITM_JEANS_BLUE_32|2024-04-22 00:00:00|2|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240422_DC_01_IBT_000055|4|STORE_002|ITM_JEANS_BLUE_34|2024-04-22 00:00:00|1|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240422_DC_01_IBT_000055|5|STORE_002|ITM_TEE_BASIC_M|2024-04-22 00:00:00|5|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240422_DC_01_000056|1|DC_01|ITM_JEANS_BLUE_30|2024-04-30 00:00:00|90|Placed|SUP_002|USD||90|18.86
PO_CLOTH01_20240422_DC_01_000057|1|DC_01|ITM_JEANS_BLUE_32|2024-04-29 00:00:00|77|Placed|SUP_003|USD||77|15.91
PO_CLOTH01_20240422_DC_01_000058|1|DC_01|ITM_JEANS_BLUE_34|2024-05-09 00:00:00|20|Placed|SUP_001|USD||20|14.87
PO_CLOTH01_20240422_DC_01_000059|1|DC_01|ITM_TEE_BASIC_M|2024-04-30 00:00:00|59|Placed|SUP_002|USD||59|24.49
PO_CLOTH01_20240423_DC_01_IBT_000060|1|STORE_001|ITM_JEANS_BLUE_30|2024-04-23 00:00:00|3|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240423_DC_01_IBT_000060|2|STORE_001|ITM_JEANS_BLUE_32|2024-04-23 00:00:00|2|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240423_DC_01_IBT_000060|3|STORE_001|ITM_JEANS_BLUE_34|2024-04-23 00:00:00|1|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240423_DC_01_IBT_000060|4|STORE_001|ITM_TEE_BASIC_M|2024-04-23 00:00:00|2|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240423_DC_01_IBT_000061|1|STORE_002|ITM_CHIPS_8OZ|2024-04-23 00:00:00|4|Delivered||USD|DC_01|0|8.24
PO_CLOTH01_20240423_DC_01_IBT_000061|2|STORE_002|ITM_JEANS_BLUE_30|2024-04-23 00:00:00|6|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240423_DC_01_IBT_000061|3|STORE_002|ITM_JEANS_BLUE_32|2024-04-23 00:00:00|3|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240423_DC_01_IBT_000061|4|STORE_002|ITM_JEANS_BLUE_34|2024-04-23 00:00:00|5|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240423_DC_01_IBT_000061|5|STORE_002|ITM_TEE_BASIC_M|2024-04-23 00:00:00|3|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240424_DC_01_IBT_000062|1|STORE_001|ITM_JEANS_BLUE_30|2024-04-24 00:00:00|6|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240424_DC_01_IBT_000062|2|STORE_001|ITM_JEANS_BLUE_32|2024-04-24 00:00:00|6|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240424_DC_01_IBT_000062|3|STORE_001|ITM_TEE_BASIC_M|2024-04-24 00:00:00|2|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240424_DC_01_IBT_000063|1|STORE_002|ITM_CHIPS_8OZ|2024-04-24 00:00:00|8|Delivered||USD|DC_01|0|8.24
PO_CLOTH01_20240424_DC_01_IBT_000063|2|STORE_002|ITM_JEANS_BLUE_30|2024-04-24 00:00:00|10|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240424_DC_01_IBT_000063|3|STORE_002|ITM_JEANS_BLUE_32|2024-04-24 00:00:00|3|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240424_DC_01_IBT_000063|4|STORE_002|ITM_JEANS_BLUE_34|2024-04-24 00:00:00|2|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240424_DC_01_IBT_000063|5|STORE_002|ITM_TEE_BASIC_M|2024-04-24 00:00:00|2|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240425_DC_01_IBT_000064|1|STORE_001|ITM_JEANS_BLUE_30|2024-04-25 00:00:00|5|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240425_DC_01_IBT_000064|2|STORE_001|ITM_JEANS_BLUE_32|2024-04-25 00:00:00|4|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240425_DC_01_IBT_000064|3|STORE_001|ITM_JEANS_BLUE_34|2024-04-25 00:00:00|2|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240425_DC_01_IBT_000064|4|STORE_001|ITM_TEE_BASIC_M|2024-04-25 00:00:00|2|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240425_DC_01_IBT_000065|1|STORE_002|ITM_CHIPS_8OZ|2024-04-25 00:00:00|14|Delivered||USD|DC_01|0|8.24
PO_CLOTH01_20240425_DC_01_IBT_000065|2|STORE_002|ITM_JEANS_BLUE_30|2024-04-25 00:00:00|9|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240425_DC_01_IBT_000065|3|STORE_002|ITM_JEANS_BLUE_32|2024-04-25 00:00:00|6|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240425_DC_01_IBT_000065|4|STORE_002|ITM_JEANS_BLUE_34|2024-04-25 00:00:00|5|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240425_DC_01_IBT_000065|5|STORE_002|ITM_TEE_BASIC_M|2024-04-25 00:00:00|1|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240426_DC_01_IBT_000066|1|STORE_001|ITM_JEANS_BLUE_30|2024-04-26 00:00:00|6|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240426_DC_01_IBT_000066|2|STORE_001|ITM_JEANS_BLUE_32|2024-04-26 00:00:00|2|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240426_DC_01_IBT_000066|3|STORE_001|ITM_JEANS_BLUE_34|2024-04-26 00:00:00|3|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240426_DC_01_IBT_000066|4|STORE_001|ITM_TEE_BASIC_M|2024-04-26 00:00:00|1|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240426_DC_01_IBT_000067|1|STORE_002|ITM_CHIPS_8OZ|2024-04-26 00:00:00|7|Delivered||USD|DC_01|0|8.24
PO_CLOTH01_20240426_DC_01_IBT_000067|2|STORE_002|ITM_JEANS_BLUE_30|2024-04-26 00:00:00|7|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240426_DC_01_IBT_000067|3|STORE_002|ITM_JEANS_BLUE_32|2024-04-26 00:00:00|6|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240426_DC_01_IBT_000067|4|STORE_002|ITM_JEANS_BLUE_34|2024-04-26 00:00:00|5|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240426_DC_01_IBT_000067|5|STORE_002|ITM_TEE_BASIC_M|2024-04-26 00:00:00|2|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240427_DC_01_IBT_000068|1|STORE_001|ITM_CHIPS_8OZ|2024-04-27 00:00:00|3|Delivered||USD|DC_01|0|8.24
PO_CLOTH01_20240427_DC_01_IBT_000068|2|STORE_001|ITM_JEANS_BLUE_30|2024-04-27 00:00:00|5|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240427_DC_01_IBT_000068|3|STORE_001|ITM_JEANS_BLUE_32|2024-04-27 00:00:00|3|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240427_DC_01_IBT_000068|4|STORE_001|ITM_JEANS_BLUE_34|2024-04-27 00:00:00|1|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240427_DC_01_IBT_000068|5|STORE_001|ITM_TEE_BASIC_M|2024-04-27 00:00:00|3|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240427_DC_01_IBT_000069|1|STORE_002|ITM_CHIPS_8OZ|2024-04-27 00:00:00|18|Delivered||USD|DC_01|0|8.24
PO_CLOTH01_20240427_DC_01_IBT_000069|2|STORE_002|ITM_JEANS_BLUE_30|2024-04-27 00:00:00|7|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240427_DC_01_IBT_000069|3|STORE_002|ITM_JEANS_BLUE_32|2024-04-27 00:00:00|9|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240427_DC_01_IBT_000069|4|STORE_002|ITM_JEANS_BLUE_34|2024-04-27 00:00:00|3|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240427_DC_01_IBT_000069|5|STORE_002|ITM_TEE_BASIC_M|2024-04-27 00:00:00|1|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240428_DC_01_IBT_000070|1|STORE_001|ITM_CHIPS_8OZ|2024-04-28 00:00:00|10|Delivered||USD|DC_01|0|8.24
PO_CLOTH01_20240428_DC_01_IBT_000070|2|STORE_001|ITM_JEANS_BLUE_30|2024-04-28 00:00:00|6|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240428_DC_01_IBT_000070|3|STORE_001|ITM_JEANS_BLUE_32|2024-04-28 00:00:00|1|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240428_DC_01_IBT_000070|4|STORE_001|ITM_JEANS_BLUE_34|2024-04-28 00:00:00|2|Delivered||USD|DC_01|0|14.87
PO_CLOTH01_20240428_DC_01_IBT_000070|5|STORE_001|ITM_TEE_BASIC_M|2024-04-28 00:00:00|2|Delivered||USD|DC_01|0|24.49
PO_CLOTH01_20240428_DC_01_IBT_000071|1|STORE_002|ITM_CHIPS_8OZ|2024-04-28 00:00:00|9|Delivered||USD|DC_01|0|8.24
PO_CLOTH01_20240428_DC_01_IBT_000071|2|STORE_002|ITM_JEANS_BLUE_30|2024-04-28 00:00:00|12|Delivered||USD|DC_01|0|18.86
PO_CLOTH01_20240428_DC_01_IBT_000071|3|STORE_002|ITM_JEANS_BLUE_32|2024-04-28 00:00:00|6|Delivered||USD|DC_01|0|15.91
PO_CLOTH01_20240428_DC_01_IBT_000071|4|STORE_002|ITM_TEE_BASIC_M|2024-04-28 00:00:00|1|Delivered||USD|DC_01|0|24.49
