DeliveryNoteNumber|CustomerOrderNumber|SiteCode|ItemCode|DeliveredQuantity|ActualDeliveryDate|CustomerOrderLineNumber
DN_CLOTH01_20240419_STORE_001_000037|CO_CLOTH01_20240419_STORE_001_0037|STORE_001|ITM_BAS_0002|19|2024-04-19 00:00:00|2
DN_CLOTH01_20240419_STORE_001_000037|CO_CLOTH01_20240419_STORE_001_0037|STORE_001|ITM_TOP_0003|9|2024-04-19 00:00:00|3
DN_CLOTH01_20240419_STORE_001_000037|CO_CLOTH01_20240419_STORE_001_0037|STORE_001|ITM_BOT_0005|1|2024-04-19 00:00:00|4
DN_CLOTH01_20240419_STORE_002_000038|CO_CLOTH01_20240419_STORE_002_0038|STORE_002|ITM_BAS_0001|17|2024-04-19 00:00:00|1
DN_CLOTH01_20240419_STORE_002_000038|CO_CLOTH01_20240419_STORE_002_0038|STORE_002|ITM_BAS_0002|20|2024-04-19 00:00:00|2
DN_CLOTH01_20240419_STORE_002_000038|CO_CLOTH01_20240419_STORE_002_0038|STORE_002|ITM_TOP_0003|14|2024-04-19 00:00:00|3
DN_CLOTH01_20240419_STORE_002_000038|CO_CLOTH01_20240419_STORE_002_0038|STORE_002|ITM_TOP_0004|5|2024-04-19 00:00:00|4
DN_CLOTH01_20240419_STORE_002_000038|CO_CLOTH01_20240419_STORE_002_0038|STORE_002|ITM_BOT_0005|2|2024-04-19 00:00:00|5
DN_CLOTH01_20240420_STORE_001_000039|CO_CLOTH01_20240420_STORE_001_0039|STORE_001|ITM_BAS_0001|16|2024-04-20 00:00:00|1
DN_CLOTH01_20240420_STORE_001_000039|CO_CLOTH01_20240420_STORE_001_0039|STORE_001|ITM_BAS_0002|19|2024-04-20 00:00:00|2
DN_CLOTH01_20240420_STORE_001_000039|CO_CLOTH01_20240420_STORE_001_0039|STORE_001|ITM_TOP_0003|5|2024-04-20 00:00:00|3
DN_CLOTH01_20240420_STORE_001_000039|CO_CLOTH01_20240420_STORE_001_0039|STORE_001|ITM_TOP_0004|1|2024-04-20 00:00:00|4
DN_CLOTH01_20240420_STORE_001_000039|CO_CLOTH01_20240420_STORE_001_0039|STORE_001|ITM_BOT_0005|5|2024-04-20 00:00:00|5
DN_CLOTH01_20240420_STORE_002_000040|CO_CLOTH01_20240420_STORE_002_0040|STORE_002|ITM_BAS_0001|17|2024-04-20 00:00:00|1
DN_CLOTH01_20240420_STORE_002_000040|CO_CLOTH01_20240420_STORE_002_0040|STORE_002|ITM_BAS_0002|23|2024-04-20 00:00:00|2
DN_CLOTH01_20240420_STORE_002_000040|CO_CLOTH01_20240420_STORE_002_0040|STORE_002|ITM_TOP_0003|10|2024-04-20 00:00:00|3
DN_CLOTH01_20240420_STORE_002_000040|CO_CLOTH01_20240420_STORE_002_0040|STORE_002|ITM_TOP_0004|1|2024-04-20 00:00:00|4
DN_CLOTH01_20240420_STORE_002_000040|CO_CLOTH01_20240420_STORE_002_0040|STORE_002|ITM_BOT_0005|2|2024-04-20 00:00:00|5
DN_CLOTH01_20240421_STORE_001_000041|CO_CLOTH01_20240421_STORE_001_0041|STORE_001|ITM_BAS_0001|8|2024-04-21 00:00:00|1
DN_CLOTH01_20240421_STORE_001_000041|CO_CLOTH01_20240421_STORE_001_0041|STORE_001|ITM_BAS_0002|13|2024-04-21 00:00:00|2
DN_CLOTH01_20240421_STORE_001_000041|CO_CLOTH01_20240421_STORE_001_0041|STORE_001|ITM_TOP_0003|5|2024-04-21 00:00:00|3
DN_CLOTH01_20240421_STORE_001_000041|CO_CLOTH01_20240421_STORE_001_0041|STORE_001|ITM_TOP_0004|1|2024-04-21 00:00:00|4
DN_CLOTH01_20240421_STORE_001_000041|CO_CLOTH01_20240421_STORE_001_0041|STORE_001|ITM_BOT_0005|2|2024-04-21 00:00:00|5
DN_CLOTH01_20240421_STORE_002_000042|CO_CLOTH01_20240421_STORE_002_0042|STORE_002|ITM_BAS_0001|15|2024-04-21 00:00:00|1
DN_CLOTH01_20240421_STORE_002_000042|CO_CLOTH01_20240421_STORE_002_0042|STORE_002|ITM_BAS_0002|15|2024-04-21 00:00:00|2
DN_CLOTH01_20240421_STORE_002_000042|CO_CLOTH01_20240421_STORE_002_0042|STORE_002|ITM_TOP_0003|8|2024-04-21 00:00:00|3
DN_CLOTH01_20240421_STORE_002_000042|CO_CLOTH01_20240421_STORE_002_0042|STORE_002|ITM_BOT_0005|3|2024-04-21 00:00:00|4
DN_CLOTH01_20240422_STORE_001_000043|CO_CLOTH01_20240422_STORE_001_0043|STORE_001|ITM_BAS_0001|17|2024-04-22 00:00:00|1
DN_CLOTH01_20240422_STORE_001_000043|CO_CLOTH01_20240422_STORE_001_0043|STORE_001|ITM_BAS_0002|21|2024-04-22 00:00:00|2
DN_CLOTH01_20240422_STORE_001_000043|CO_CLOTH01_20240422_STORE_001_0043|STORE_001|ITM_TOP_0003|9|2024-04-22 00:00:00|3
DN_CLOTH01_20240422_STORE_001_000043|CO_CLOTH01_20240422_STORE_001_0043|STORE_001|ITM_TOP_0004|2|2024-04-22 00:00:00|4
DN_CLOTH01_20240422_STORE_001_000043|CO_CLOTH01_20240422_STORE_001_0043|STORE_001|ITM_BOT_0005|3|2024-04-22 00:00:00|5
DN_CLOTH01_20240422_STORE_002_000044|CO_CLOTH01_20240422_STORE_002_0044|STORE_002|ITM_BAS_0001|8|2024-04-22 00:00:00|1
DN_CLOTH01_20240422_STORE_002_000044|CO_CLOTH01_20240422_STORE_002_0044|STORE_002|ITM_BAS_0002|12|2024-04-22 00:00:00|2
DN_CLOTH01_20240422_STORE_002_000044|CO_CLOTH01_20240422_STORE_002_0044|STORE_002|ITM_TOP_0003|7|2024-04-22 00:00:00|3
DN_CLOTH01_20240422_STORE_002_000044|CO_CLOTH01_20240422_STORE_002_0044|STORE_002|ITM_TOP_0004|6|2024-04-22 00:00:00|4
DN_CLOTH01_20240422_STORE_002_000044|CO_CLOTH01_20240422_STORE_002_0044|STORE_002|ITM_BOT_0005|3|2024-04-22 00:00:00|5
DN_CLOTH01_20240423_STORE_001_000045|CO_CLOTH01_20240423_STORE_001_0045|STORE_001|ITM_BAS_0001|14|2024-04-23 00:00:00|1
DN_CLOTH01_20240423_STORE_001_000045|CO_CLOTH01_20240423_STORE_001_0045|STORE_001|ITM_BAS_0002|8|2024-04-23 00:00:00|2
DN_CLOTH01_20240423_STORE_001_000045|CO_CLOTH01_20240423_STORE_001_0045|STORE_001|ITM_TOP_0003|9|2024-04-23 00:00:00|3
DN_CLOTH01_20240423_STORE_001_000045|CO_CLOTH01_20240423_STORE_001_0045|STORE_001|ITM_TOP_0004|2|2024-04-23 00:00:00|4
DN_CLOTH01_20240423_STORE_001_000045|CO_CLOTH01_20240423_STORE_001_0045|STORE_001|ITM_BOT_0005|5|2024-04-23 00:00:00|5
DN_CLOTH01_20240423_STORE_002_000046|CO_CLOTH01_20240423_STORE_002_0046|STORE_002|ITM_BAS_0001|10|2024-04-23 00:00:00|1
DN_CLOTH01_20240423_STORE_002_000046|CO_CLOTH01_20240423_STORE_002_0046|STORE_002|ITM_BAS_0002|12|2024-04-23 00:00:00|2
DN_CLOTH01_20240423_STORE_002_000046|CO_CLOTH01_20240423_STORE_002_0046|STORE_002|ITM_TOP_0003|3|2024-04-23 00:00:00|3
DN_CLOTH01_20240423_STORE_002_000046|CO_CLOTH01_20240423_STORE_002_0046|STORE_002|ITM_TOP_0004|2|2024-04-23 00:00:00|4
DN_CLOTH01_20240423_STORE_002_000046|CO_CLOTH01_20240423_STORE_002_0046|STORE_002|ITM_BOT_0005|2|2024-04-23 00:00:00|5
DN_CLOTH01_20240424_STORE_001_000047|CO_CLOTH01_20240424_STORE_001_0047|STORE_001|ITM_BAS_0001|12|2024-04-24 00:00:00|1
DN_CLOTH01_20240424_STORE_001_000047|CO_CLOTH01_20240424_STORE_001_0047|STORE_001|ITM_BAS_0002|13|2024-04-24 00:00:00|2
DN_CLOTH01_20240424_STORE_001_000047|CO_CLOTH01_20240424_STORE_001_0047|STORE_001|ITM_TOP_0003|7|2024-04-24 00:00:00|3
DN_CLOTH01_20240424_STORE_001_000047|CO_CLOTH01_20240424_STORE_001_0047|STORE_001|ITM_TOP_0004|3|2024-04-24 00:00:00|4
DN_CLOTH01_20240424_STORE_001_000047|CO_CLOTH01_20240424_STORE_001_0047|STORE_001|ITM_BOT_0005|3|2024-04-24 00:00:00|5
DN_CLOTH01_20240424_STORE_002_000048|CO_CLOTH01_20240424_STORE_002_0048|STORE_002|ITM_BAS_0001|18|2024-04-24 00:00:00|1
DN_CLOTH01_20240424_STORE_002_000048|CO_CLOTH01_20240424_STORE_002_0048|STORE_002|ITM_BAS_0002|9|2024-04-24 00:00:00|2
DN_CLOTH01_20240424_STORE_002_000048|CO_CLOTH01_20240424_STORE_002_0048|STORE_002|ITM_TOP_0003|8|2024-04-24 00:00:00|3
DN_CLOTH01_20240424_STORE_002_000048|CO_CLOTH01_20240424_STORE_002_0048|STORE_002|ITM_TOP_0004|1|2024-04-24 00:00:00|4
DN_CLOTH01_20240424_STORE_002_000048|CO_CLOTH01_20240424_STORE_002_0048|STORE_002|ITM_BOT_0005|6|2024-04-24 00:00:00|5
DN_CLOTH01_20240425_STORE_001_000049|CO_CLOTH01_20240425_STORE_001_0049|STORE_001|ITM_BAS_0001|15|2024-04-25 00:00:00|1
DN_CLOTH01_20240425_STORE_001_000049|CO_CLOTH01_20240425_STORE_001_0049|STORE_001|ITM_BAS_0002|13|2024-04-25 00:00:00|2
DN_CLOTH01_20240425_STORE_001_000049|CO_CLOTH01_20240425_STORE_001_0049|STORE_001|ITM_TOP_0003|5|2024-04-25 00:00:00|3
DN_CLOTH01_20240425_STORE_001_000049|CO_CLOTH01_20240425_STORE_001_0049|STORE_001|ITM_BOT_0005|2|2024-04-25 00:00:00|4
DN_CLOTH01_20240425_STORE_002_000050|CO_CLOTH01_20240425_STORE_002_0050|STORE_002|ITM_BAS_0001|8|2024-04-25 00:00:00|1
DN_CLOTH01_20240425_STORE_002_000050|CO_CLOTH01_20240425_STORE_002_0050|STORE_002|ITM_BAS_0002|14|2024-04-25 00:00:00|2
DN_CLOTH01_20240425_STORE_002_000050|CO_CLOTH01_20240425_STORE_002_0050|STORE_002|ITM_TOP_0003|7|2024-04-25 00:00:00|3
DN_CLOTH01_20240425_STORE_002_000050|CO_CLOTH01_20240425_STORE_002_0050|STORE_002|ITM_TOP_0004|1|2024-04-25 00:00:00|4
DN_CLOTH01_20240425_STORE_002_000050|CO_CLOTH01_20240425_STORE_002_0050|STORE_002|ITM_BOT_0005|5|2024-04-25 00:00:00|5
DN_CLOTH01_20240426_STORE_001_000051|CO_CLOTH01_20240426_STORE_001_0051|STORE_001|ITM_BAS_0001|17|2024-04-26 00:00:00|1
DN_CLOTH01_20240426_STORE_001_000051|CO_CLOTH01_20240426_STORE_001_0051|STORE_001|ITM_BAS_0002|13|2024-04-26 00:00:00|2
DN_CLOTH01_20240426_STORE_001_000051|CO_CLOTH01_20240426_STORE_001_0051|STORE_001|ITM_TOP_0003|9|2024-04-26 00:00:00|3
DN_CLOTH01_20240426_STORE_001_000051|CO_CLOTH01_20240426_STORE_001_0051|STORE_001|ITM_TOP_0004|7|2024-04-26 00:00:00|4
DN_CLOTH01_20240426_STORE_002_000052|CO_CLOTH01_20240426_STORE_002_0052|STORE_002|ITM_BAS_0001|19|2024-04-26 00:00:00|1
DN_CLOTH01_20240426_STORE_002_000052|CO_CLOTH01_20240426_STORE_002_0052|STORE_002|ITM_BAS_0002|25|2024-04-26 00:00:00|2
DN_CLOTH01_20240426_STORE_002_000052|CO_CLOTH01_20240426_STORE_002_0052|STORE_002|ITM_TOP_0003|5|2024-04-26 00:00:00|3
DN_CLOTH01_20240426_STORE_002_000052|CO_CLOTH01_20240426_STORE_002_0052|STORE_002|ITM_TOP_0004|6|2024-04-26 00:00:00|4
DN_CLOTH01_20240427_STORE_001_000053|CO_CLOTH01_20240427_STORE_001_0053|STORE_001|ITM_BAS_0001|17|2024-04-27 00:00:00|1
DN_CLOTH01_20240427_STORE_001_000053|CO_CLOTH01_20240427_STORE_001_0053|STORE_001|ITM_BAS_0002|15|2024-04-27 00:00:00|2
DN_CLOTH01_20240427_STORE_001_000053|CO_CLOTH01_20240427_STORE_001_0053|STORE_001|ITM_TOP_0003|14|2024-04-27 00:00:00|3
DN_CLOTH01_20240427_STORE_001_000053|CO_CLOTH01_20240427_STORE_001_0053|STORE_001|ITM_TOP_0004|2|2024-04-27 00:00:00|4
DN_CLOTH01_20240427_STORE_001_000053|CO_CLOTH01_20240427_STORE_001_0053|STORE_001|ITM_BOT_0005|1|2024-04-27 00:00:00|5
DN_CLOTH01_20240427_STORE_002_000054|CO_CLOTH01_20240427_STORE_002_0054|STORE_002|ITM_BAS_0001|12|2024-04-27 00:00:00|1
DN_CLOTH01_20240427_STORE_002_000054|CO_CLOTH01_20240427_STORE_002_0054|STORE_002|ITM_BAS_0002|16|2024-04-27 00:00:00|2
DN_CLOTH01_20240427_STORE_002_000054|CO_CLOTH01_20240427_STORE_002_0054|STORE_002|ITM_TOP_0003|3|2024-04-27 00:00:00|3
DN_CLOTH01_20240427_STORE_002_000054|CO_CLOTH01_20240427_STORE_002_0054|STORE_002|ITM_TOP_0004|6|2024-04-27 00:00:00|4
DN_CLOTH01_20240427_STORE_002_000054|CO_CLOTH01_20240427_STORE_002_0054|STORE_002|ITM_BOT_0005|3|2024-04-27 00:00:00|5
DN_CLOTH01_20240428_STORE_001_000055|CO_CLOTH01_20240428_STORE_001_0055|STORE_001|ITM_BAS_0001|19|2024-04-28 00:00:00|1
DN_CLOTH01_20240428_STORE_001_000055|CO_CLOTH01_20240428_STORE_001_0055|STORE_001|ITM_BAS_0002|10|2024-04-28 00:00:00|2
DN_CLOTH01_20240428_STORE_001_000055|CO_CLOTH01_20240428_STORE_001_0055|STORE_001|ITM_TOP_0003|7|2024-04-28 00:00:00|3
DN_CLOTH01_20240428_STORE_001_000055|CO_CLOTH01_20240428_STORE_001_0055|STORE_001|ITM_TOP_0004|2|2024-04-28 00:00:00|4
DN_CLOTH01_20240428_STORE_001_000055|CO_CLOTH01_20240428_STORE_001_0055|STORE_001|ITM_BOT_0005|1|2024-04-28 00:00:00|5
DN_CLOTH01_20240428_STORE_002_000056|CO_CLOTH01_20240428_STORE_002_0056|STORE_002|ITM_BAS_0001|8|2024-04-28 00:00:00|1
DN_CLOTH01_20240428_STORE_002_000056|CO_CLOTH01_20240428_STORE_002_0056|STORE_002|ITM_BAS_0002|7|2024-04-28 00:00:00|2
DN_CLOTH01_20240428_STORE_002_000056|CO_CLOTH01_20240428_STORE_002_0056|STORE_002|ITM_TOP_0003|8|2024-04-28 00:00:00|3
DN_CLOTH01_20240428_STORE_002_000056|CO_CLOTH01_20240428_STORE_002_0056|STORE_002|ITM_TOP_0004|2|2024-04-28 00:00:00|4
DN_CLOTH01_20240428_STORE_002_000056|CO_CLOTH01_20240428_STORE_002_0056|STORE_002|ITM_BOT_0005|3|2024-04-28 00:00:00|5
