PurchaseOrderNumber|PurchaseOrderDate|IBTFlag|SupplierOrderStatus|ReceiveNoLaterThan
PO_CLOTH01_20240617_DC_01_000848|2024-06-17 00:00:00|0|Placed|2024-06-24 00:00:00
PO_CLOTH01_20240617_DC_01_000849|2024-06-17 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240617_DC_01_000850|2024-06-17 00:00:00|0|Placed|2024-06-28 00:00:00
PO_CLOTH01_20240617_DC_01_000851|2024-06-17 00:00:00|0|Placed|2024-06-27 00:00:00
PO_CLOTH01_20240617_DC_01_000852|2024-06-17 00:00:00|0|Placed|2024-06-27 00:00:00
PO_CLOTH01_20240617_DC_01_000853|2024-06-17 00:00:00|0|Placed|2024-06-26 00:00:00
PO_CLOTH01_20240617_DC_01_000854|2024-06-17 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240617_DC_01_000855|2024-06-17 00:00:00|0|Placed|2024-06-25 00:00:00
PO_CLOTH01_20240617_DC_01_000856|2024-06-17 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240617_DC_01_000857|2024-06-17 00:00:00|0|Placed|2024-06-25 00:00:00
PO_CLOTH01_20240617_DC_01_000858|2024-06-17 00:00:00|0|Placed|2024-06-24 00:00:00
PO_CLOTH01_20240617_DC_01_000859|2024-06-17 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240617_DC_01_000860|2024-06-17 00:00:00|0|Placed|2024-06-28 00:00:00
PO_CLOTH01_20240617_DC_01_000861|2024-06-17 00:00:00|0|Placed|2024-06-27 00:00:00
PO_CLOTH01_20240617_DC_01_000862|2024-06-17 00:00:00|0|Placed|2024-06-27 00:00:00
PO_CLOTH01_20240617_DC_01_000863|2024-06-17 00:00:00|0|Placed|2024-06-26 00:00:00
PO_CLOTH01_20240617_DC_01_000864|2024-06-17 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240617_DC_01_000865|2024-06-17 00:00:00|0|Placed|2024-06-25 00:00:00
PO_CLOTH01_20240617_DC_01_000866|2024-06-17 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240617_DC_01_000867|2024-06-17 00:00:00|0|Placed|2024-06-25 00:00:00
PO_CLOTH01_20240617_DC_01_000868|2024-06-17 00:00:00|0|Placed|2024-06-24 00:00:00
PO_CLOTH01_20240617_DC_01_000869|2024-06-17 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240617_DC_01_000870|2024-06-17 00:00:00|0|Placed|2024-06-28 00:00:00
PO_CLOTH01_20240617_DC_01_000871|2024-06-17 00:00:00|0|Placed|2024-06-27 00:00:00
PO_CLOTH01_20240617_DC_01_000872|2024-06-17 00:00:00|0|Placed|2024-06-27 00:00:00
PO_CLOTH01_20240617_DC_01_000873|2024-06-17 00:00:00|0|Placed|2024-06-26 00:00:00
PO_CLOTH01_20240617_DC_01_000874|2024-06-17 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240617_DC_01_000875|2024-06-17 00:00:00|0|Placed|2024-06-25 00:00:00
PO_CLOTH01_20240617_DC_01_000876|2024-06-17 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240617_DC_01_000877|2024-06-17 00:00:00|0|Placed|2024-06-25 00:00:00
PO_CLOTH01_20240617_DC_01_000878|2024-06-17 00:00:00|0|Placed|2024-06-24 00:00:00
PO_CLOTH01_20240617_DC_01_000879|2024-06-17 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240617_DC_01_000880|2024-06-17 00:00:00|0|Placed|2024-06-28 00:00:00
PO_CLOTH01_20240617_DC_01_000881|2024-06-17 00:00:00|0|Placed|2024-06-27 00:00:00
PO_CLOTH01_20240617_DC_01_000882|2024-06-17 00:00:00|0|Placed|2024-06-27 00:00:00
PO_CLOTH01_20240617_DC_01_000883|2024-06-17 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240617_DC_01_000884|2024-06-17 00:00:00|0|Placed|2024-06-25 00:00:00
PO_CLOTH01_20240617_DC_01_000885|2024-06-17 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240617_DC_01_000886|2024-06-17 00:00:00|0|Placed|2024-06-25 00:00:00
PO_CLOTH01_20240617_DC_01_000887|2024-06-17 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240617_DC_01_000888|2024-06-17 00:00:00|0|Placed|2024-06-28 00:00:00
PO_CLOTH01_20240617_DC_01_000889|2024-06-17 00:00:00|0|Placed|2024-06-27 00:00:00
PO_CLOTH01_20240618_DC_01_IBT_000890|2024-06-18 00:00:00|1|Delivered|2024-06-18 00:00:00
PO_CLOTH01_20240618_DC_01_IBT_000891|2024-06-18 00:00:00|1|Delivered|2024-06-18 00:00:00
PO_CLOTH01_20240618_DC_01_IBT_000892|2024-06-18 00:00:00|1|Delivered|2024-06-18 00:00:00
PO_CLOTH01_20240618_DC_01_IBT_000893|2024-06-18 00:00:00|1|Delivered|2024-06-18 00:00:00
PO_CLOTH01_20240618_DC_01_IBT_000894|2024-06-18 00:00:00|1|Delivered|2024-06-18 00:00:00
PO_CLOTH01_20240619_DC_01_IBT_000895|2024-06-19 00:00:00|1|Delivered|2024-06-19 00:00:00
PO_CLOTH01_20240619_DC_01_IBT_000896|2024-06-19 00:00:00|1|Delivered|2024-06-19 00:00:00
PO_CLOTH01_20240619_DC_01_IBT_000897|2024-06-19 00:00:00|1|Delivered|2024-06-19 00:00:00
PO_CLOTH01_20240619_DC_01_IBT_000898|2024-06-19 00:00:00|1|Delivered|2024-06-19 00:00:00
PO_CLOTH01_20240619_DC_01_IBT_000899|2024-06-19 00:00:00|1|Delivered|2024-06-19 00:00:00
PO_CLOTH01_20240620_DC_01_IBT_000900|2024-06-20 00:00:00|1|Delivered|2024-06-20 00:00:00
PO_CLOTH01_20240620_DC_01_IBT_000901|2024-06-20 00:00:00|1|Delivered|2024-06-20 00:00:00
PO_CLOTH01_20240620_DC_01_IBT_000902|2024-06-20 00:00:00|1|Delivered|2024-06-20 00:00:00
PO_CLOTH01_20240620_DC_01_IBT_000903|2024-06-20 00:00:00|1|Delivered|2024-06-20 00:00:00
PO_CLOTH01_20240620_DC_01_IBT_000904|2024-06-20 00:00:00|1|Delivered|2024-06-20 00:00:00
PO_CLOTH01_20240621_DC_01_IBT_000905|2024-06-21 00:00:00|1|Delivered|2024-06-21 00:00:00
PO_CLOTH01_20240621_DC_01_IBT_000906|2024-06-21 00:00:00|1|Delivered|2024-06-21 00:00:00
PO_CLOTH01_20240621_DC_01_IBT_000907|2024-06-21 00:00:00|1|Delivered|2024-06-21 00:00:00
PO_CLOTH01_20240621_DC_01_IBT_000908|2024-06-21 00:00:00|1|Delivered|2024-06-21 00:00:00
PO_CLOTH01_20240621_DC_01_IBT_000909|2024-06-21 00:00:00|1|Delivered|2024-06-21 00:00:00
PO_CLOTH01_20240622_DC_01_IBT_000910|2024-06-22 00:00:00|1|Delivered|2024-06-22 00:00:00
PO_CLOTH01_20240622_DC_01_IBT_000911|2024-06-22 00:00:00|1|Delivered|2024-06-22 00:00:00
PO_CLOTH01_20240622_DC_01_IBT_000912|2024-06-22 00:00:00|1|Delivered|2024-06-22 00:00:00
PO_CLOTH01_20240622_DC_01_IBT_000913|2024-06-22 00:00:00|1|Delivered|2024-06-22 00:00:00
PO_CLOTH01_20240622_DC_01_IBT_000914|2024-06-22 00:00:00|1|Delivered|2024-06-22 00:00:00
PO_CLOTH01_20240623_DC_01_IBT_000915|2024-06-23 00:00:00|1|Delivered|2024-06-23 00:00:00
PO_CLOTH01_20240623_DC_01_IBT_000916|2024-06-23 00:00:00|1|Delivered|2024-06-23 00:00:00
PO_CLOTH01_20240623_DC_01_IBT_000917|2024-06-23 00:00:00|1|Delivered|2024-06-23 00:00:00
PO_CLOTH01_20240623_DC_01_IBT_000918|2024-06-23 00:00:00|1|Delivered|2024-06-23 00:00:00
PO_CLOTH01_20240623_DC_01_IBT_000919|2024-06-23 00:00:00|1|Delivered|2024-06-23 00:00:00
PO_CLOTH01_20240624_DC_01_IBT_000920|2024-06-24 00:00:00|1|Delivered|2024-06-24 00:00:00
PO_CLOTH01_20240624_DC_01_IBT_000921|2024-06-24 00:00:00|1|Delivered|2024-06-24 00:00:00
PO_CLOTH01_20240624_DC_01_IBT_000922|2024-06-24 00:00:00|1|Delivered|2024-06-24 00:00:00
PO_CLOTH01_20240624_DC_01_IBT_000923|2024-06-24 00:00:00|1|Delivered|2024-06-24 00:00:00
PO_CLOTH01_20240624_DC_01_IBT_000924|2024-06-24 00:00:00|1|Delivered|2024-06-24 00:00:00
PO_CLOTH01_20240624_DC_01_000925|2024-06-24 00:00:00|0|Placed|2024-07-02 00:00:00
PO_CLOTH01_20240624_DC_01_000926|2024-06-24 00:00:00|0|Placed|2024-07-01 00:00:00
PO_CLOTH01_20240624_DC_01_000927|2024-06-24 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240624_DC_01_000928|2024-06-24 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240624_DC_01_000929|2024-06-24 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240624_DC_01_000930|2024-06-24 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240624_DC_01_000931|2024-06-24 00:00:00|0|Placed|2024-07-03 00:00:00
PO_CLOTH01_20240624_DC_01_000932|2024-06-24 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240624_DC_01_000933|2024-06-24 00:00:00|0|Placed|2024-07-02 00:00:00
PO_CLOTH01_20240624_DC_01_000934|2024-06-24 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240624_DC_01_000935|2024-06-24 00:00:00|0|Placed|2024-07-02 00:00:00
PO_CLOTH01_20240624_DC_01_000936|2024-06-24 00:00:00|0|Placed|2024-07-01 00:00:00
PO_CLOTH01_20240624_DC_01_000937|2024-06-24 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240624_DC_01_000938|2024-06-24 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240624_DC_01_000939|2024-06-24 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240624_DC_01_000940|2024-06-24 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240624_DC_01_000941|2024-06-24 00:00:00|0|Placed|2024-07-03 00:00:00
PO_CLOTH01_20240624_DC_01_000942|2024-06-24 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240624_DC_01_000943|2024-06-24 00:00:00|0|Placed|2024-07-02 00:00:00
PO_CLOTH01_20240624_DC_01_000944|2024-06-24 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240624_DC_01_000945|2024-06-24 00:00:00|0|Placed|2024-07-02 00:00:00
PO_CLOTH01_20240624_DC_01_000946|2024-06-24 00:00:00|0|Placed|2024-07-01 00:00:00
PO_CLOTH01_20240624_DC_01_000947|2024-06-24 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240624_DC_01_000948|2024-06-24 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240624_DC_01_000949|2024-06-24 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240624_DC_01_000950|2024-06-24 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240624_DC_01_000951|2024-06-24 00:00:00|0|Placed|2024-07-03 00:00:00
PO_CLOTH01_20240624_DC_01_000952|2024-06-24 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240624_DC_01_000953|2024-06-24 00:00:00|0|Placed|2024-07-02 00:00:00
PO_CLOTH01_20240624_DC_01_000954|2024-06-24 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240624_DC_01_000955|2024-06-24 00:00:00|0|Placed|2024-07-02 00:00:00
PO_CLOTH01_20240624_DC_01_000956|2024-06-24 00:00:00|0|Placed|2024-07-01 00:00:00
PO_CLOTH01_20240624_DC_01_000957|2024-06-24 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240624_DC_01_000958|2024-06-24 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240624_DC_01_000959|2024-06-24 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240624_DC_01_000960|2024-06-24 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240624_DC_01_000961|2024-06-24 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240624_DC_01_000962|2024-06-24 00:00:00|0|Placed|2024-07-02 00:00:00
PO_CLOTH01_20240624_DC_01_000963|2024-06-24 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240624_DC_01_000964|2024-06-24 00:00:00|0|Placed|2024-07-02 00:00:00
PO_CLOTH01_20240624_DC_01_000965|2024-06-24 00:00:00|0|Placed|2024-07-05 00:00:00
PO_CLOTH01_20240624_DC_01_000966|2024-06-24 00:00:00|0|Placed|2024-07-04 00:00:00
PO_CLOTH01_20240625_DC_01_IBT_000967|2024-06-25 00:00:00|1|Delivered|2024-06-25 00:00:00
PO_CLOTH01_20240625_DC_01_IBT_000968|2024-06-25 00:00:00|1|Delivered|2024-06-25 00:00:00
PO_CLOTH01_20240625_DC_01_IBT_000969|2024-06-25 00:00:00|1|Delivered|2024-06-25 00:00:00
PO_CLOTH01_20240625_DC_01_IBT_000970|2024-06-25 00:00:00|1|Delivered|2024-06-25 00:00:00
PO_CLOTH01_20240625_DC_01_IBT_000971|2024-06-25 00:00:00|1|Delivered|2024-06-25 00:00:00
PO_CLOTH01_20240626_DC_01_IBT_000972|2024-06-26 00:00:00|1|Delivered|2024-06-26 00:00:00
PO_CLOTH01_20240626_DC_01_IBT_000973|2024-06-26 00:00:00|1|Delivered|2024-06-26 00:00:00
PO_CLOTH01_20240626_DC_01_IBT_000974|2024-06-26 00:00:00|1|Delivered|2024-06-26 00:00:00
PO_CLOTH01_20240626_DC_01_IBT_000975|2024-06-26 00:00:00|1|Delivered|2024-06-26 00:00:00
PO_CLOTH01_20240626_DC_01_IBT_000976|2024-06-26 00:00:00|1|Delivered|2024-06-26 00:00:00
PO_CLOTH01_20240627_DC_01_IBT_000977|2024-06-27 00:00:00|1|Delivered|2024-06-27 00:00:00
PO_CLOTH01_20240627_DC_01_IBT_000978|2024-06-27 00:00:00|1|Delivered|2024-06-27 00:00:00
PO_CLOTH01_20240627_DC_01_IBT_000979|2024-06-27 00:00:00|1|Delivered|2024-06-27 00:00:00
PO_CLOTH01_20240627_DC_01_IBT_000980|2024-06-27 00:00:00|1|Delivered|2024-06-27 00:00:00
PO_CLOTH01_20240627_DC_01_IBT_000981|2024-06-27 00:00:00|1|Delivered|2024-06-27 00:00:00
PO_CLOTH01_20240628_DC_01_IBT_000982|2024-06-28 00:00:00|1|Delivered|2024-06-28 00:00:00
PO_CLOTH01_20240628_DC_01_IBT_000983|2024-06-28 00:00:00|1|Delivered|2024-06-28 00:00:00
PO_CLOTH01_20240628_DC_01_IBT_000984|2024-06-28 00:00:00|1|Delivered|2024-06-28 00:00:00
PO_CLOTH01_20240628_DC_01_IBT_000985|2024-06-28 00:00:00|1|Delivered|2024-06-28 00:00:00
PO_CLOTH01_20240628_DC_01_IBT_000986|2024-06-28 00:00:00|1|Delivered|2024-06-28 00:00:00
PO_CLOTH01_20240629_DC_01_IBT_000987|2024-06-29 00:00:00|1|Delivered|2024-06-29 00:00:00
PO_CLOTH01_20240629_DC_01_IBT_000988|2024-06-29 00:00:00|1|Delivered|2024-06-29 00:00:00
PO_CLOTH01_20240629_DC_01_IBT_000989|2024-06-29 00:00:00|1|Delivered|2024-06-29 00:00:00
PO_CLOTH01_20240629_DC_01_IBT_000990|2024-06-29 00:00:00|1|Delivered|2024-06-29 00:00:00
PO_CLOTH01_20240629_DC_01_IBT_000991|2024-06-29 00:00:00|1|Delivered|2024-06-29 00:00:00
PO_CLOTH01_20240630_DC_01_IBT_000992|2024-06-30 00:00:00|1|Delivered|2024-06-30 00:00:00
PO_CLOTH01_20240630_DC_01_IBT_000993|2024-06-30 00:00:00|1|Delivered|2024-06-30 00:00:00
PO_CLOTH01_20240630_DC_01_IBT_000994|2024-06-30 00:00:00|1|Delivered|2024-06-30 00:00:00
PO_CLOTH01_20240630_DC_01_IBT_000995|2024-06-30 00:00:00|1|Delivered|2024-06-30 00:00:00
PO_CLOTH01_20240630_DC_01_IBT_000996|2024-06-30 00:00:00|1|Delivered|2024-06-30 00:00:00
PO_CLOTH01_20240701_DC_01_IBT_000997|2024-07-01 00:00:00|1|Delivered|2024-07-01 00:00:00
PO_CLOTH01_20240701_DC_01_IBT_000998|2024-07-01 00:00:00|1|Delivered|2024-07-01 00:00:00
PO_CLOTH01_20240701_DC_01_IBT_000999|2024-07-01 00:00:00|1|Delivered|2024-07-01 00:00:00
PO_CLOTH01_20240701_DC_01_IBT_001000|2024-07-01 00:00:00|1|Delivered|2024-07-01 00:00:00
PO_CLOTH01_20240701_DC_01_IBT_001001|2024-07-01 00:00:00|1|Delivered|2024-07-01 00:00:00
PO_CLOTH01_20240701_DC_01_001002|2024-07-01 00:00:00|0|Placed|2024-07-09 00:00:00
PO_CLOTH01_20240701_DC_01_001003|2024-07-01 00:00:00|0|Placed|2024-07-08 00:00:00
PO_CLOTH01_20240701_DC_01_001004|2024-07-01 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240701_DC_01_001005|2024-07-01 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240701_DC_01_001006|2024-07-01 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240701_DC_01_001007|2024-07-01 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240701_DC_01_001008|2024-07-01 00:00:00|0|Placed|2024-07-10 00:00:00
PO_CLOTH01_20240701_DC_01_001009|2024-07-01 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240701_DC_01_001010|2024-07-01 00:00:00|0|Placed|2024-07-09 00:00:00
PO_CLOTH01_20240701_DC_01_001011|2024-07-01 00:00:00|0|Placed|2024-07-18 00:00:00
PO_CLOTH01_20240701_DC_01_001012|2024-07-01 00:00:00|0|Placed|2024-07-09 00:00:00
PO_CLOTH01_20240701_DC_01_001013|2024-07-01 00:00:00|0|Placed|2024-07-08 00:00:00
PO_CLOTH01_20240701_DC_01_001014|2024-07-01 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240701_DC_01_001015|2024-07-01 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240701_DC_01_001016|2024-07-01 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240701_DC_01_001017|2024-07-01 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240701_DC_01_001018|2024-07-01 00:00:00|0|Placed|2024-07-10 00:00:00
PO_CLOTH01_20240701_DC_01_001019|2024-07-01 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240701_DC_01_001020|2024-07-01 00:00:00|0|Placed|2024-07-09 00:00:00
PO_CLOTH01_20240701_DC_01_001021|2024-07-01 00:00:00|0|Placed|2024-07-18 00:00:00
PO_CLOTH01_20240701_DC_01_001022|2024-07-01 00:00:00|0|Placed|2024-07-09 00:00:00
PO_CLOTH01_20240701_DC_01_001023|2024-07-01 00:00:00|0|Placed|2024-07-08 00:00:00
PO_CLOTH01_20240701_DC_01_001024|2024-07-01 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240701_DC_01_001025|2024-07-01 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240701_DC_01_001026|2024-07-01 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240701_DC_01_001027|2024-07-01 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240701_DC_01_001028|2024-07-01 00:00:00|0|Placed|2024-07-10 00:00:00
PO_CLOTH01_20240701_DC_01_001029|2024-07-01 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240701_DC_01_001030|2024-07-01 00:00:00|0|Placed|2024-07-09 00:00:00
PO_CLOTH01_20240701_DC_01_001031|2024-07-01 00:00:00|0|Placed|2024-07-18 00:00:00
PO_CLOTH01_20240701_DC_01_001032|2024-07-01 00:00:00|0|Placed|2024-07-09 00:00:00
PO_CLOTH01_20240701_DC_01_001033|2024-07-01 00:00:00|0|Placed|2024-07-08 00:00:00
PO_CLOTH01_20240701_DC_01_001034|2024-07-01 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240701_DC_01_001035|2024-07-01 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240701_DC_01_001036|2024-07-01 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240701_DC_01_001037|2024-07-01 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240701_DC_01_001038|2024-07-01 00:00:00|0|Placed|2024-07-10 00:00:00
PO_CLOTH01_20240701_DC_01_001039|2024-07-01 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240701_DC_01_001040|2024-07-01 00:00:00|0|Placed|2024-07-09 00:00:00
PO_CLOTH01_20240701_DC_01_001041|2024-07-01 00:00:00|0|Placed|2024-07-18 00:00:00
PO_CLOTH01_20240701_DC_01_001042|2024-07-01 00:00:00|0|Placed|2024-07-09 00:00:00
PO_CLOTH01_20240701_DC_01_001043|2024-07-01 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240701_DC_01_001044|2024-07-01 00:00:00|0|Placed|2024-07-12 00:00:00
PO_CLOTH01_20240701_DC_01_001045|2024-07-01 00:00:00|0|Placed|2024-07-11 00:00:00
PO_CLOTH01_20240701_DC_01_001046|2024-07-01 00:00:00|0|Placed|2024-07-10 00:00:00
PO_CLOTH01_20240702_DC_01_IBT_001047|2024-07-02 00:00:00|1|Delivered|2024-07-02 00:00:00
PO_CLOTH01_20240702_DC_01_IBT_001048|2024-07-02 00:00:00|1|Delivered|2024-07-02 00:00:00
PO_CLOTH01_20240702_DC_01_IBT_001049|2024-07-02 00:00:00|1|Delivered|2024-07-02 00:00:00
PO_CLOTH01_20240702_DC_01_IBT_001050|2024-07-02 00:00:00|1|Delivered|2024-07-02 00:00:00
PO_CLOTH01_20240702_DC_01_IBT_001051|2024-07-02 00:00:00|1|Delivered|2024-07-02 00:00:00
PO_CLOTH01_20240703_DC_01_IBT_001052|2024-07-03 00:00:00|1|Delivered|2024-07-03 00:00:00
PO_CLOTH01_20240703_DC_01_IBT_001053|2024-07-03 00:00:00|1|Delivered|2024-07-03 00:00:00
PO_CLOTH01_20240703_DC_01_IBT_001054|2024-07-03 00:00:00|1|Delivered|2024-07-03 00:00:00
PO_CLOTH01_20240703_DC_01_IBT_001055|2024-07-03 00:00:00|1|Delivered|2024-07-03 00:00:00
PO_CLOTH01_20240703_DC_01_IBT_001056|2024-07-03 00:00:00|1|Delivered|2024-07-03 00:00:00
PO_CLOTH01_20240704_DC_01_IBT_001057|2024-07-04 00:00:00|1|Delivered|2024-07-04 00:00:00
PO_CLOTH01_20240704_DC_01_IBT_001058|2024-07-04 00:00:00|1|Delivered|2024-07-04 00:00:00
PO_CLOTH01_20240704_DC_01_IBT_001059|2024-07-04 00:00:00|1|Delivered|2024-07-04 00:00:00
PO_CLOTH01_20240704_DC_01_IBT_001060|2024-07-04 00:00:00|1|Delivered|2024-07-04 00:00:00
PO_CLOTH01_20240704_DC_01_IBT_001061|2024-07-04 00:00:00|1|Delivered|2024-07-04 00:00:00
PO_CLOTH01_20240705_DC_01_IBT_001062|2024-07-05 00:00:00|1|Delivered|2024-07-05 00:00:00
PO_CLOTH01_20240705_DC_01_IBT_001063|2024-07-05 00:00:00|1|Delivered|2024-07-05 00:00:00
PO_CLOTH01_20240705_DC_01_IBT_001064|2024-07-05 00:00:00|1|Delivered|2024-07-05 00:00:00
PO_CLOTH01_20240705_DC_01_IBT_001065|2024-07-05 00:00:00|1|Delivered|2024-07-05 00:00:00
PO_CLOTH01_20240705_DC_01_IBT_001066|2024-07-05 00:00:00|1|Delivered|2024-07-05 00:00:00
PO_CLOTH01_20240706_DC_01_IBT_001067|2024-07-06 00:00:00|1|Delivered|2024-07-06 00:00:00
PO_CLOTH01_20240706_DC_01_IBT_001068|2024-07-06 00:00:00|1|Delivered|2024-07-06 00:00:00
PO_CLOTH01_20240706_DC_01_IBT_001069|2024-07-06 00:00:00|1|Delivered|2024-07-06 00:00:00
PO_CLOTH01_20240706_DC_01_IBT_001070|2024-07-06 00:00:00|1|Delivered|2024-07-06 00:00:00
PO_CLOTH01_20240706_DC_01_IBT_001071|2024-07-06 00:00:00|1|Delivered|2024-07-06 00:00:00
PO_CLOTH01_20240707_DC_01_IBT_001072|2024-07-07 00:00:00|1|Delivered|2024-07-07 00:00:00
PO_CLOTH01_20240707_DC_01_IBT_001073|2024-07-07 00:00:00|1|Delivered|2024-07-07 00:00:00
PO_CLOTH01_20240707_DC_01_IBT_001074|2024-07-07 00:00:00|1|Delivered|2024-07-07 00:00:00
PO_CLOTH01_20240707_DC_01_IBT_001075|2024-07-07 00:00:00|1|Delivered|2024-07-07 00:00:00
PO_CLOTH01_20240707_DC_01_IBT_001076|2024-07-07 00:00:00|1|Delivered|2024-07-07 00:00:00
PO_CLOTH01_20240708_DC_01_IBT_001077|2024-07-08 00:00:00|1|Delivered|2024-07-08 00:00:00
PO_CLOTH01_20240708_DC_01_IBT_001078|2024-07-08 00:00:00|1|Delivered|2024-07-08 00:00:00
PO_CLOTH01_20240708_DC_01_IBT_001079|2024-07-08 00:00:00|1|Delivered|2024-07-08 00:00:00
PO_CLOTH01_20240708_DC_01_IBT_001080|2024-07-08 00:00:00|1|Delivered|2024-07-08 00:00:00
PO_CLOTH01_20240708_DC_01_IBT_001081|2024-07-08 00:00:00|1|Delivered|2024-07-08 00:00:00
PO_CLOTH01_20240708_DC_01_001082|2024-07-08 00:00:00|0|Placed|2024-07-16 00:00:00
PO_CLOTH01_20240708_DC_01_001083|2024-07-08 00:00:00|0|Placed|2024-07-15 00:00:00
PO_CLOTH01_20240708_DC_01_001084|2024-07-08 00:00:00|0|Placed|2024-07-26 00:00:00
PO_CLOTH01_20240708_DC_01_001085|2024-07-08 00:00:00|0|Placed|2024-07-19 00:00:00
PO_CLOTH01_20240708_DC_01_001086|2024-07-08 00:00:00|0|Placed|2024-07-18 00:00:00
PO_CLOTH01_20240708_DC_01_001087|2024-07-08 00:00:00|0|Placed|2024-07-18 00:00:00
PO_CLOTH01_20240708_DC_01_001088|2024-07-08 00:00:00|0|Placed|2024-07-17 00:00:00
PO_CLOTH01_20240708_DC_01_001089|2024-07-08 00:00:00|0|Placed|2024-07-26 00:00:00
PO_CLOTH01_20240708_DC_01_001090|2024-07-08 00:00:00|0|Placed|2024-07-16 00:00:00
PO_CLOTH01_20240708_DC_01_001091|2024-07-08 00:00:00|0|Placed|2024-07-25 00:00:00
PO_CLOTH01_20240708_DC_01_001092|2024-07-08 00:00:00|0|Placed|2024-07-16 00:00:00
PO_CLOTH01_20240708_DC_01_001093|2024-07-08 00:00:00|0|Placed|2024-07-15 00:00:00
PO_CLOTH01_20240708_DC_01_001094|2024-07-08 00:00:00|0|Placed|2024-07-26 00:00:00
PO_CLOTH01_20240708_DC_01_001095|2024-07-08 00:00:00|0|Placed|2024-07-19 00:00:00
