GRVNumber|PurchaseOrderNumber|SiteCode|ItemCode|ReceivedQuantity|ActualReceiptDate|IBTSourceSite|SupplierCode|PurchaseOrderLineNumber|TotalCost|ReceiptCurrencyCode
GRV_CLOTH01_000417|PO_CLOTH01_20240603_DC_01_000722|DC_01|ITM_FOO_0035|69|2024-06-13 00:00:00||SUP_006|1|2999.43|USD
GRV_CLOTH01_000418|PO_CLOTH01_20240603_DC_01_000723|DC_01|ITM_FOO_0036|43|2024-06-13 00:00:00||SUP_007|1|2122.05|USD
GRV_CLOTH01_000419|PO_CLOTH01_20240603_DC_01_000731|DC_01|ITM_OUT_0045|23|2024-06-13 00:00:00||SUP_006|1|1658.76|USD
GRV_CLOTH01_000420|PO_CLOTH01_20240520_DC_01_000557|DC_01|ITM_BOT_0030|384|2024-06-13 00:00:00||SUP_001|1|8678.4|USD
GRV_CLOTH01_000421|PO_CLOTH01_20240527_DC_01_000611|DC_01|ITM_BAS_0003|559|2024-06-14 00:00:00||SUP_004|1|2118.61|USD
GRV_CLOTH01_000422|PO_CLOTH01_20240527_DC_01_000616|DC_01|ITM_BAS_0008|501|2024-06-14 00:00:00||SUP_009|1|1693.38|USD
GRV_CLOTH01_000423|PO_CLOTH01_20240527_DC_01_000626|DC_01|ITM_TOP_0018|217|2024-06-14 00:00:00||SUP_009|1|3333.12|USD
GRV_CLOTH01_000424|PO_CLOTH01_20240527_DC_01_000631|DC_01|ITM_BOT_0023|358|2024-06-14 00:00:00||SUP_004|1|5266.18|USD
GRV_CLOTH01_000425|PO_CLOTH01_20240527_DC_01_000636|DC_01|ITM_BOT_0028|281|2024-06-14 00:00:00||SUP_009|1|7592.62|USD
GRV_CLOTH01_000426|PO_CLOTH01_20240527_DC_01_000641|DC_01|ITM_FOO_0033|50|2024-06-14 00:00:00||SUP_004|1|2269.0|USD
GRV_CLOTH01_000427|PO_CLOTH01_20240527_DC_01_000646|DC_01|ITM_FOO_0038|4|2024-06-14 00:00:00||SUP_009|1|109.32|USD
GRV_CLOTH01_000428|PO_CLOTH01_20240527_DC_01_000650|DC_01|ITM_OUT_0043|22|2024-06-14 00:00:00||SUP_004|1|1397.44|USD
GRV_CLOTH01_000429|PO_CLOTH01_20240603_DC_01_000691|DC_01|ITM_BAS_0004|263|2024-06-14 00:00:00||SUP_005|1|1596.41|USD
GRV_CLOTH01_000430|PO_CLOTH01_20240603_DC_01_000701|DC_01|ITM_TOP_0014|286|2024-06-14 00:00:00||SUP_005|1|7453.16|USD
GRV_CLOTH01_000431|PO_CLOTH01_20240603_DC_01_000711|DC_01|ITM_BOT_0024|172|2024-06-14 00:00:00||SUP_005|1|6145.56|USD
GRV_CLOTH01_000432|PO_CLOTH01_20240603_DC_01_000721|DC_01|ITM_FOO_0034|50|2024-06-14 00:00:00||SUP_005|1|2830.5|USD
GRV_CLOTH01_000433|PO_CLOTH01_20240603_DC_01_000730|DC_01|ITM_OUT_0044|20|2024-06-14 00:00:00||SUP_005|1|1978.6|USD
GRV_CLOTH01_000434|PO_CLOTH01_20240527_DC_01_000639|DC_01|ITM_BOT_0031|147|2024-06-14 00:00:00||SUP_002|1|4036.62|USD
GRV_CLOTH01_000435|PO_CLOTH01_20240520_DC_01_000549|DC_01|ITM_TOP_0022|30|2024-06-14 00:00:00||SUP_003|1|291.3|USD
GRV_CLOTH01_000436|PO_CLOTH01_20240520_DC_01_000560|DC_01|ITM_FOO_0033|13|2024-06-15 00:00:00||SUP_004|1|589.94|USD
GRV_CLOTH01_000437|PO_CLOTH01_20240520_DC_01_000531|DC_01|ITM_BAS_0004|59|2024-06-15 00:00:00||SUP_005|1|358.13|USD
GRV_CLOTH01_000438|PO_CLOTH01_20240603_DC_01_000714|DC_01|ITM_BOT_0027|70|2024-06-15 00:00:00||SUP_008|1|2270.1|USD
GRV_CLOTH01_000439|PO_CLOTH01_20240527_DC_01_000621|DC_01|ITM_TOP_0013|178|2024-06-15 00:00:00||SUP_004|1|3745.12|USD
GRV_CLOTH01_000440|PO_CLOTH01_20240527_DC_01_000645|DC_01|ITM_FOO_0037|24|2024-06-16 00:00:00||SUP_008|1|454.08|USD
GRV_CLOTH01_000441|PO_CLOTH01_20240610_DC_01_000769|DC_01|ITM_BAS_0002|359|2024-06-17 00:00:00||SUP_003|1|3327.93|USD
GRV_CLOTH01_000442|PO_CLOTH01_20240610_DC_01_000779|DC_01|ITM_TOP_0012|346|2024-06-17 00:00:00||SUP_003|1|4369.98|USD
GRV_CLOTH01_000443|PO_CLOTH01_20240610_DC_01_000789|DC_01|ITM_TOP_0022|508|2024-06-17 00:00:00||SUP_003|1|4932.68|USD
GRV_CLOTH01_000444|PO_CLOTH01_20240610_DC_01_000768|DC_01|ITM_BAS_0001|477|2024-06-18 00:00:00||SUP_002|1|3720.6|USD
GRV_CLOTH01_000445|PO_CLOTH01_20240610_DC_01_000776|DC_01|ITM_BAS_0009|316|2024-06-18 00:00:00||SUP_010|1|1437.8|USD
GRV_CLOTH01_000446|PO_CLOTH01_20240610_DC_01_000778|DC_01|ITM_TOP_0011|157|2024-06-18 00:00:00||SUP_002|1|3144.71|USD
GRV_CLOTH01_000447|PO_CLOTH01_20240610_DC_01_000786|DC_01|ITM_TOP_0019|233|2024-06-18 00:00:00||SUP_010|1|2597.95|USD
GRV_CLOTH01_000448|PO_CLOTH01_20240610_DC_01_000788|DC_01|ITM_TOP_0021|183|2024-06-18 00:00:00||SUP_002|1|2796.24|USD
GRV_CLOTH01_000449|PO_CLOTH01_20240610_DC_01_000798|DC_01|ITM_BOT_0031|280|2024-06-18 00:00:00||SUP_002|1|7688.8|USD
GRV_CLOTH01_000450|PO_CLOTH01_20240610_DC_01_000805|DC_01|ITM_FOO_0039|15|2024-06-18 00:00:00||SUP_010|1|452.55|USD
GRV_CLOTH01_000451|PO_CLOTH01_20240610_DC_01_000807|DC_01|ITM_OUT_0041|2|2024-06-18 00:00:00||SUP_002|1|118.08|USD
GRV_CLOTH01_000452|PO_CLOTH01_20240603_DC_01_000713|DC_01|ITM_BOT_0026|187|2024-06-18 00:00:00||SUP_007|1|6470.2|USD
GRV_CLOTH01_000453|PO_CLOTH01_20240603_DC_01_000714|DC_01|ITM_BOT_0027|12|2024-06-18 00:00:00||SUP_008|1|389.16|USD
GRV_CLOTH01_000454|PO_CLOTH01_20240610_DC_01_000774|DC_01|ITM_BAS_0007|261|2024-06-19 00:00:00||SUP_008|1|1733.04|USD
GRV_CLOTH01_000455|PO_CLOTH01_20240610_DC_01_000794|DC_01|ITM_BOT_0027|500|2024-06-19 00:00:00||SUP_008|1|16215.0|USD
GRV_CLOTH01_000456|PO_CLOTH01_20240527_DC_01_000648|DC_01|ITM_FOO_0040|56|2024-06-19 00:00:00||SUP_001|1|1147.44|USD
GRV_CLOTH01_000457|PO_CLOTH01_20240603_DC_01_000702|DC_01|ITM_TOP_0015|364|2024-06-19 00:00:00||SUP_006|1|2821.0|USD
GRV_CLOTH01_000458|PO_CLOTH01_20240603_DC_01_000722|DC_01|ITM_FOO_0035|18|2024-06-19 00:00:00||SUP_006|1|782.46|USD
GRV_CLOTH01_000459|PO_CLOTH01_20240603_DC_01_000697|DC_01|ITM_BAS_0010|173|2024-06-20 00:00:00||SUP_001|1|1318.26|USD
GRV_CLOTH01_000460|PO_CLOTH01_20240603_DC_01_000707|DC_01|ITM_TOP_0020|556|2024-06-20 00:00:00||SUP_001|1|16357.52|USD
GRV_CLOTH01_000461|PO_CLOTH01_20240603_DC_01_000717|DC_01|ITM_BOT_0030|368|2024-06-20 00:00:00||SUP_001|1|8316.8|USD
GRV_CLOTH01_000462|PO_CLOTH01_20240603_DC_01_000727|DC_01|ITM_FOO_0040|51|2024-06-20 00:00:00||SUP_001|1|1044.99|USD
GRV_CLOTH01_000463|PO_CLOTH01_20240603_DC_01_000732|DC_01|ITM_FOR_0050|3|2024-06-20 00:00:00||SUP_001|1|379.8|USD
GRV_CLOTH01_000464|PO_CLOTH01_20240610_DC_01_000772|DC_01|ITM_BAS_0005|311|2024-06-20 00:00:00||SUP_006|1|1057.4|USD
GRV_CLOTH01_000465|PO_CLOTH01_20240610_DC_01_000773|DC_01|ITM_BAS_0006|248|2024-06-20 00:00:00||SUP_007|1|1163.12|USD
GRV_CLOTH01_000466|PO_CLOTH01_20240610_DC_01_000782|DC_01|ITM_TOP_0015|356|2024-06-20 00:00:00||SUP_006|1|2759.0|USD
GRV_CLOTH01_000467|PO_CLOTH01_20240610_DC_01_000783|DC_01|ITM_TOP_0016|568|2024-06-20 00:00:00||SUP_007|1|14750.96|USD
GRV_CLOTH01_000468|PO_CLOTH01_20240610_DC_01_000792|DC_01|ITM_BOT_0025|524|2024-06-20 00:00:00||SUP_006|1|15143.6|USD
GRV_CLOTH01_000469|PO_CLOTH01_20240610_DC_01_000793|DC_01|ITM_BOT_0026|108|2024-06-20 00:00:00||SUP_007|1|3736.8|USD
GRV_CLOTH01_000470|PO_CLOTH01_20240610_DC_01_000802|DC_01|ITM_FOO_0035|99|2024-06-20 00:00:00||SUP_006|1|4303.53|USD
GRV_CLOTH01_000471|PO_CLOTH01_20240610_DC_01_000803|DC_01|ITM_FOO_0036|52|2024-06-20 00:00:00||SUP_007|1|2566.2|USD
GRV_CLOTH01_000472|PO_CLOTH01_20240513_DC_01_000476|DC_01|ITM_BOT_0028|3|2024-06-20 00:00:00||SUP_009|1|81.06|USD
GRV_CLOTH01_000473|PO_CLOTH01_20240520_DC_01_000531|DC_01|ITM_BAS_0004|12|2024-06-20 00:00:00||SUP_005|1|72.84|USD
GRV_CLOTH01_000474|PO_CLOTH01_20240610_DC_01_000799|DC_01|ITM_BOT_0032|298|2024-06-20 00:00:00||SUP_003|1|10495.56|USD
GRV_CLOTH01_000475|PO_CLOTH01_20240603_DC_01_000690|DC_01|ITM_BAS_0003|577|2024-06-21 00:00:00||SUP_004|1|2186.83|USD
GRV_CLOTH01_000476|PO_CLOTH01_20240603_DC_01_000695|DC_01|ITM_BAS_0008|437|2024-06-21 00:00:00||SUP_009|1|1477.06|USD
GRV_CLOTH01_000477|PO_CLOTH01_20240603_DC_01_000700|DC_01|ITM_TOP_0013|251|2024-06-21 00:00:00||SUP_004|1|5281.04|USD
GRV_CLOTH01_000478|PO_CLOTH01_20240603_DC_01_000705|DC_01|ITM_TOP_0018|267|2024-06-21 00:00:00||SUP_009|1|4101.12|USD
GRV_CLOTH01_000479|PO_CLOTH01_20240603_DC_01_000710|DC_01|ITM_BOT_0023|429|2024-06-21 00:00:00||SUP_004|1|6310.59|USD
GRV_CLOTH01_000480|PO_CLOTH01_20240603_DC_01_000715|DC_01|ITM_BOT_0028|344|2024-06-21 00:00:00||SUP_009|1|9294.88|USD
GRV_CLOTH01_000481|PO_CLOTH01_20240603_DC_01_000725|DC_01|ITM_FOO_0038|34|2024-06-21 00:00:00||SUP_009|1|929.22|USD
GRV_CLOTH01_000482|PO_CLOTH01_20240610_DC_01_000771|DC_01|ITM_BAS_0004|224|2024-06-21 00:00:00||SUP_005|1|1359.68|USD
GRV_CLOTH01_000483|PO_CLOTH01_20240610_DC_01_000809|DC_01|ITM_OUT_0044|35|2024-06-21 00:00:00||SUP_005|1|3462.55|USD
GRV_CLOTH01_000484|PO_CLOTH01_20240527_DC_01_000628|DC_01|ITM_TOP_0020|50|2024-06-22 00:00:00||SUP_001|1|1471.0|USD
GRV_CLOTH01_000485|PO_CLOTH01_20240610_DC_01_000810|DC_01|ITM_OUT_0045|16|2024-06-22 00:00:00||SUP_006|1|1153.92|USD
GRV_CLOTH01_000486|PO_CLOTH01_20240610_DC_01_000789|DC_01|ITM_TOP_0022|110|2024-06-24 00:00:00||SUP_003|1|1068.1|USD
GRV_CLOTH01_000487|PO_CLOTH01_20240617_DC_01_000848|DC_01|ITM_BAS_0002|354|2024-06-24 00:00:00||SUP_003|1|3281.58|USD
GRV_CLOTH01_000488|PO_CLOTH01_20240617_DC_01_000858|DC_01|ITM_TOP_0012|482|2024-06-24 00:00:00||SUP_003|1|6087.66|USD
GRV_CLOTH01_000489|PO_CLOTH01_20240617_DC_01_000868|DC_01|ITM_TOP_0022|623|2024-06-24 00:00:00||SUP_003|1|6049.33|USD
GRV_CLOTH01_000490|PO_CLOTH01_20240617_DC_01_000878|DC_01|ITM_BOT_0032|302|2024-06-24 00:00:00||SUP_003|1|10636.44|USD
GRV_CLOTH01_000491|PO_CLOTH01_20240603_DC_01_000695|DC_01|ITM_BAS_0008|83|2024-06-24 00:00:00||SUP_009|1|280.54|USD
GRV_CLOTH01_000492|PO_CLOTH01_20240603_DC_01_000729|DC_01|ITM_OUT_0043|15|2024-06-24 00:00:00||SUP_004|1|952.8|USD
GRV_CLOTH01_000493|PO_CLOTH01_20240610_DC_01_000791|DC_01|ITM_BOT_0024|123|2024-06-24 00:00:00||SUP_005|1|4394.79|USD
GRV_CLOTH01_000494|PO_CLOTH01_20240617_DC_01_000847|DC_01|ITM_BAS_0001|439|2024-06-25 00:00:00||SUP_002|1|3424.2|USD
GRV_CLOTH01_000495|PO_CLOTH01_20240617_DC_01_000855|DC_01|ITM_BAS_0009|406|2024-06-25 00:00:00||SUP_010|1|1847.3|USD
GRV_CLOTH01_000496|PO_CLOTH01_20240617_DC_01_000857|DC_01|ITM_TOP_0011|179|2024-06-25 00:00:00||SUP_002|1|3585.37|USD
GRV_CLOTH01_000497|PO_CLOTH01_20240617_DC_01_000865|DC_01|ITM_TOP_0019|416|2024-06-25 00:00:00||SUP_010|1|4638.4|USD
GRV_CLOTH01_000498|PO_CLOTH01_20240617_DC_01_000867|DC_01|ITM_TOP_0021|197|2024-06-25 00:00:00||SUP_002|1|3010.16|USD
GRV_CLOTH01_000499|PO_CLOTH01_20240617_DC_01_000875|DC_01|ITM_BOT_0029|231|2024-06-25 00:00:00||SUP_010|1|9066.75|USD
GRV_CLOTH01_000500|PO_CLOTH01_20240617_DC_01_000877|DC_01|ITM_BOT_0031|234|2024-06-25 00:00:00||SUP_002|1|6425.64|USD
GRV_CLOTH01_000501|PO_CLOTH01_20240617_DC_01_000884|DC_01|ITM_FOO_0039|44|2024-06-25 00:00:00||SUP_010|1|1327.48|USD
GRV_CLOTH01_000502|PO_CLOTH01_20240617_DC_01_000886|DC_01|ITM_OUT_0041|7|2024-06-25 00:00:00||SUP_002|1|413.28|USD
GRV_CLOTH01_000503|PO_CLOTH01_20240610_DC_01_000796|DC_01|ITM_BOT_0029|293|2024-06-25 00:00:00||SUP_010|1|11500.25|USD
GRV_CLOTH01_000504|PO_CLOTH01_20240527_DC_01_000619|DC_01|ITM_TOP_0011|6|2024-06-25 00:00:00||SUP_002|1|120.18|USD
GRV_CLOTH01_000505|PO_CLOTH01_20240603_DC_01_000725|DC_01|ITM_FOO_0038|12|2024-06-25 00:00:00||SUP_009|1|327.96|USD
GRV_CLOTH01_000506|PO_CLOTH01_20240610_DC_01_000781|DC_01|ITM_TOP_0014|222|2024-06-25 00:00:00||SUP_005|1|5785.32|USD
GRV_CLOTH01_000507|PO_CLOTH01_20240610_DC_01_000801|DC_01|ITM_FOO_0034|65|2024-06-25 00:00:00||SUP_005|1|3679.65|USD
GRV_CLOTH01_000508|PO_CLOTH01_20240617_DC_01_000853|DC_01|ITM_BAS_0007|322|2024-06-26 00:00:00||SUP_008|1|2138.08|USD
GRV_CLOTH01_000509|PO_CLOTH01_20240617_DC_01_000863|DC_01|ITM_TOP_0017|281|2024-06-26 00:00:00||SUP_008|1|6609.12|USD
GRV_CLOTH01_000510|PO_CLOTH01_20240617_DC_01_000873|DC_01|ITM_BOT_0027|351|2024-06-26 00:00:00||SUP_008|1|11382.93|USD
GRV_CLOTH01_000511|PO_CLOTH01_20240603_DC_01_000732|DC_01|ITM_FOR_0050|0|2024-06-26 00:00:00||SUP_001|1|0.0|USD
GRV_CLOTH01_000512|PO_CLOTH01_20240610_DC_01_000777|DC_01|ITM_BAS_0010|214|2024-06-27 00:00:00||SUP_001|1|1630.68|USD
GRV_CLOTH01_000513|PO_CLOTH01_20240610_DC_01_000787|DC_01|ITM_TOP_0020|507|2024-06-27 00:00:00||SUP_001|1|14915.94|USD
GRV_CLOTH01_000514|PO_CLOTH01_20240610_DC_01_000797|DC_01|ITM_BOT_0030|37|2024-06-27 00:00:00||SUP_001|1|836.2|USD
GRV_CLOTH01_000515|PO_CLOTH01_20240610_DC_01_000806|DC_01|ITM_FOO_0040|40|2024-06-27 00:00:00||SUP_001|1|819.6|USD
GRV_CLOTH01_000516|PO_CLOTH01_20240610_DC_01_000811|DC_01|ITM_FOR_0050|20|2024-06-27 00:00:00||SUP_001|1|2532.0|USD
GRV_CLOTH01_000517|PO_CLOTH01_20240617_DC_01_000851|DC_01|ITM_BAS_0005|232|2024-06-27 00:00:00||SUP_006|1|788.8|USD
GRV_CLOTH01_000518|PO_CLOTH01_20240617_DC_01_000852|DC_01|ITM_BAS_0006|384|2024-06-27 00:00:00||SUP_007|1|1800.96|USD
GRV_CLOTH01_000519|PO_CLOTH01_20240617_DC_01_000861|DC_01|ITM_TOP_0015|153|2024-06-27 00:00:00||SUP_006|1|1185.75|USD
GRV_CLOTH01_000520|PO_CLOTH01_20240617_DC_01_000862|DC_01|ITM_TOP_0016|805|2024-06-27 00:00:00||SUP_007|1|20905.85|USD
GRV_CLOTH01_000521|PO_CLOTH01_20240617_DC_01_000871|DC_01|ITM_BOT_0025|350|2024-06-27 00:00:00||SUP_006|1|10115.0|USD
GRV_CLOTH01_000522|PO_CLOTH01_20240617_DC_01_000872|DC_01|ITM_BOT_0026|124|2024-06-27 00:00:00||SUP_007|1|4290.4|USD
GRV_CLOTH01_000523|PO_CLOTH01_20240617_DC_01_000881|DC_01|ITM_FOO_0035|72|2024-06-27 00:00:00||SUP_006|1|3129.84|USD
GRV_CLOTH01_000524|PO_CLOTH01_20240617_DC_01_000882|DC_01|ITM_FOO_0036|46|2024-06-27 00:00:00||SUP_007|1|2270.1|USD
GRV_CLOTH01_000525|PO_CLOTH01_20240617_DC_01_000889|DC_01|ITM_OUT_0045|10|2024-06-27 00:00:00||SUP_006|1|721.2|USD
GRV_CLOTH01_000526|PO_CLOTH01_20240603_DC_01_000720|DC_01|ITM_FOO_0033|44|2024-06-27 00:00:00||SUP_004|1|1996.72|USD
GRV_CLOTH01_000527|PO_CLOTH01_20240610_DC_01_000793|DC_01|ITM_BOT_0026|26|2024-06-27 00:00:00||SUP_007|1|899.6|USD
GRV_CLOTH01_000528|PO_CLOTH01_20240610_DC_01_000770|DC_01|ITM_BAS_0003|545|2024-06-28 00:00:00||SUP_004|1|2065.55|USD
GRV_CLOTH01_000529|PO_CLOTH01_20240610_DC_01_000780|DC_01|ITM_TOP_0013|419|2024-06-28 00:00:00||SUP_004|1|8815.76|USD
GRV_CLOTH01_000530|PO_CLOTH01_20240610_DC_01_000785|DC_01|ITM_TOP_0018|509|2024-06-28 00:00:00||SUP_009|1|7818.24|USD
GRV_CLOTH01_000531|PO_CLOTH01_20240610_DC_01_000790|DC_01|ITM_BOT_0023|720|2024-06-28 00:00:00||SUP_004|1|10591.2|USD
GRV_CLOTH01_000532|PO_CLOTH01_20240610_DC_01_000795|DC_01|ITM_BOT_0028|574|2024-06-28 00:00:00||SUP_009|1|15509.48|USD
GRV_CLOTH01_000533|PO_CLOTH01_20240610_DC_01_000800|DC_01|ITM_FOO_0033|48|2024-06-28 00:00:00||SUP_004|1|2178.24|USD
GRV_CLOTH01_000534|PO_CLOTH01_20240610_DC_01_000804|DC_01|ITM_FOO_0038|40|2024-06-28 00:00:00||SUP_009|1|1093.2|USD
GRV_CLOTH01_000535|PO_CLOTH01_20240610_DC_01_000808|DC_01|ITM_OUT_0043|6|2024-06-28 00:00:00||SUP_004|1|381.12|USD
GRV_CLOTH01_000536|PO_CLOTH01_20240617_DC_01_000850|DC_01|ITM_BAS_0004|256|2024-06-28 00:00:00||SUP_005|1|1553.92|USD
GRV_CLOTH01_000537|PO_CLOTH01_20240617_DC_01_000860|DC_01|ITM_TOP_0014|229|2024-06-28 00:00:00||SUP_005|1|5967.74|USD
GRV_CLOTH01_000538|PO_CLOTH01_20240617_DC_01_000870|DC_01|ITM_BOT_0024|104|2024-06-28 00:00:00||SUP_005|1|3715.92|USD
GRV_CLOTH01_000539|PO_CLOTH01_20240617_DC_01_000880|DC_01|ITM_FOO_0034|55|2024-06-28 00:00:00||SUP_005|1|3113.55|USD
GRV_CLOTH01_000540|PO_CLOTH01_20240617_DC_01_000888|DC_01|ITM_OUT_0044|8|2024-06-28 00:00:00||SUP_005|1|791.44|USD
GRV_CLOTH01_000541|PO_CLOTH01_20240610_DC_01_000784|DC_01|ITM_TOP_0017|259|2024-06-28 00:00:00||SUP_008|1|6091.68|USD
GRV_CLOTH01_000542|PO_CLOTH01_20240610_DC_01_000775|DC_01|ITM_BAS_0008|435|2024-06-29 00:00:00||SUP_009|1|1470.3|USD
GRV_CLOTH01_000543|PO_CLOTH01_20240617_DC_01_000851|DC_01|ITM_BAS_0005|149|2024-06-30 00:00:00||SUP_006|1|506.6|USD
GRV_CLOTH01_000544|PO_CLOTH01_20240603_DC_01_000720|DC_01|ITM_FOO_0033|20|2024-06-30 00:00:00||SUP_004|1|907.6|USD
GRV_CLOTH01_000545|PO_CLOTH01_20240624_DC_01_000926|DC_01|ITM_BAS_0002|350|2024-07-01 00:00:00||SUP_003|1|3244.5|USD
GRV_CLOTH01_000546|PO_CLOTH01_20240624_DC_01_000936|DC_01|ITM_TOP_0012|356|2024-07-01 00:00:00||SUP_003|1|4496.28|USD
GRV_CLOTH01_000547|PO_CLOTH01_20240624_DC_01_000946|DC_01|ITM_TOP_0022|601|2024-07-01 00:00:00||SUP_003|1|5835.71|USD
GRV_CLOTH01_000548|PO_CLOTH01_20240624_DC_01_000956|DC_01|ITM_BOT_0032|151|2024-07-01 00:00:00||SUP_003|1|5318.22|USD
GRV_CLOTH01_000549|PO_CLOTH01_20240624_DC_01_000925|DC_01|ITM_BAS_0001|346|2024-07-02 00:00:00||SUP_002|1|2698.8|USD
GRV_CLOTH01_000550|PO_CLOTH01_20240624_DC_01_000933|DC_01|ITM_BAS_0009|301|2024-07-02 00:00:00||SUP_010|1|1369.55|USD
GRV_CLOTH01_000551|PO_CLOTH01_20240624_DC_01_000935|DC_01|ITM_TOP_0011|136|2024-07-02 00:00:00||SUP_002|1|2724.08|USD
GRV_CLOTH01_000552|PO_CLOTH01_20240624_DC_01_000943|DC_01|ITM_TOP_0019|286|2024-07-02 00:00:00||SUP_010|1|3188.9|USD
GRV_CLOTH01_000553|PO_CLOTH01_20240624_DC_01_000945|DC_01|ITM_TOP_0021|167|2024-07-02 00:00:00||SUP_002|1|2551.76|USD
GRV_CLOTH01_000554|PO_CLOTH01_20240624_DC_01_000953|DC_01|ITM_BOT_0029|200|2024-07-02 00:00:00||SUP_010|1|7850.0|USD
GRV_CLOTH01_000555|PO_CLOTH01_20240624_DC_01_000955|DC_01|ITM_BOT_0031|150|2024-07-02 00:00:00||SUP_002|1|4119.0|USD
GRV_CLOTH01_000556|PO_CLOTH01_20240624_DC_01_000962|DC_01|ITM_FOO_0039|11|2024-07-02 00:00:00||SUP_010|1|331.87|USD
GRV_CLOTH01_000557|PO_CLOTH01_20240624_DC_01_000964|DC_01|ITM_OUT_0041|30|2024-07-02 00:00:00||SUP_002|1|1771.2|USD
GRV_CLOTH01_000558|PO_CLOTH01_20240610_DC_01_000793|DC_01|ITM_BOT_0026|8|2024-07-02 00:00:00||SUP_007|1|276.8|USD
GRV_CLOTH01_000559|PO_CLOTH01_20240610_DC_01_000791|DC_01|ITM_BOT_0024|48|2024-07-03 00:00:00||SUP_005|1|1715.04|USD
GRV_CLOTH01_000560|PO_CLOTH01_20240624_DC_01_000931|DC_01|ITM_BAS_0007|367|2024-07-03 00:00:00||SUP_008|1|2436.88|USD
GRV_CLOTH01_000561|PO_CLOTH01_20240624_DC_01_000951|DC_01|ITM_BOT_0027|323|2024-07-03 00:00:00||SUP_008|1|10474.89|USD
GRV_CLOTH01_000562|PO_CLOTH01_20240617_DC_01_000866|DC_01|ITM_TOP_0020|394|2024-07-04 00:00:00||SUP_001|1|11591.48|USD
GRV_CLOTH01_000563|PO_CLOTH01_20240617_DC_01_000876|DC_01|ITM_BOT_0030|554|2024-07-04 00:00:00||SUP_001|1|12520.4|USD
GRV_CLOTH01_000564|PO_CLOTH01_20240624_DC_01_000929|DC_01|ITM_BAS_0005|397|2024-07-04 00:00:00||SUP_006|1|1349.8|USD
GRV_CLOTH01_000565|PO_CLOTH01_20240624_DC_01_000930|DC_01|ITM_BAS_0006|421|2024-07-04 00:00:00||SUP_007|1|1974.49|USD
GRV_CLOTH01_000566|PO_CLOTH01_20240624_DC_01_000939|DC_01|ITM_TOP_0015|518|2024-07-04 00:00:00||SUP_006|1|4014.5|USD
GRV_CLOTH01_000567|PO_CLOTH01_20240624_DC_01_000940|DC_01|ITM_TOP_0016|687|2024-07-04 00:00:00||SUP_007|1|17841.39|USD
GRV_CLOTH01_000568|PO_CLOTH01_20240624_DC_01_000949|DC_01|ITM_BOT_0025|365|2024-07-04 00:00:00||SUP_006|1|10548.5|USD
GRV_CLOTH01_000569|PO_CLOTH01_20240624_DC_01_000950|DC_01|ITM_BOT_0026|131|2024-07-04 00:00:00||SUP_007|1|4532.6|USD
GRV_CLOTH01_000570|PO_CLOTH01_20240624_DC_01_000959|DC_01|ITM_FOO_0035|101|2024-07-04 00:00:00||SUP_006|1|4390.47|USD
GRV_CLOTH01_000571|PO_CLOTH01_20240624_DC_01_000960|DC_01|ITM_FOO_0036|46|2024-07-04 00:00:00||SUP_007|1|2270.1|USD
GRV_CLOTH01_000572|PO_CLOTH01_20240624_DC_01_000966|DC_01|ITM_OUT_0045|25|2024-07-04 00:00:00||SUP_006|1|1803.0|USD
GRV_CLOTH01_000573|PO_CLOTH01_20240527_DC_01_000619|DC_01|ITM_TOP_0011|1|2024-07-04 00:00:00||SUP_002|1|20.03|USD
GRV_CLOTH01_000574|PO_CLOTH01_20240617_DC_01_000870|DC_01|ITM_BOT_0024|58|2024-07-04 00:00:00||SUP_005|1|2072.34|USD
GRV_CLOTH01_000575|PO_CLOTH01_20240624_DC_01_000941|DC_01|ITM_TOP_0017|154|2024-07-04 00:00:00||SUP_008|1|3622.08|USD
GRV_CLOTH01_000576|PO_CLOTH01_20240617_DC_01_000849|DC_01|ITM_BAS_0003|506|2024-07-05 00:00:00||SUP_004|1|1917.74|USD
GRV_CLOTH01_000577|PO_CLOTH01_20240617_DC_01_000854|DC_01|ITM_BAS_0008|531|2024-07-05 00:00:00||SUP_009|1|1794.78|USD
GRV_CLOTH01_000578|PO_CLOTH01_20240617_DC_01_000864|DC_01|ITM_TOP_0018|377|2024-07-05 00:00:00||SUP_009|1|5790.72|USD
GRV_CLOTH01_000579|PO_CLOTH01_20240617_DC_01_000869|DC_01|ITM_BOT_0023|341|2024-07-05 00:00:00||SUP_004|1|5016.11|USD
GRV_CLOTH01_000580|PO_CLOTH01_20240617_DC_01_000874|DC_01|ITM_BOT_0028|297|2024-07-05 00:00:00||SUP_009|1|8024.94|USD
GRV_CLOTH01_000581|PO_CLOTH01_20240617_DC_01_000879|DC_01|ITM_FOO_0033|35|2024-07-05 00:00:00||SUP_004|1|1588.3|USD
GRV_CLOTH01_000582|PO_CLOTH01_20240617_DC_01_000887|DC_01|ITM_OUT_0043|13|2024-07-05 00:00:00||SUP_004|1|825.76|USD
GRV_CLOTH01_000583|PO_CLOTH01_20240624_DC_01_000928|DC_01|ITM_BAS_0004|247|2024-07-05 00:00:00||SUP_005|1|1499.29|USD
