CustomerOrderNumber|CustomerOrderDate|IBTFlag|OrderStatusIndicator
CO_CLOTH01_20241206_STORE_002_0332|2024-12-06 00:00:00|0|Placed
CO_CLOTH01_20241206_STORE_003_0333|2024-12-06 00:00:00|0|Placed
CO_CLOTH01_20241206_STORE_004_0334|2024-12-06 00:00:00|0|Placed
CO_CLOTH01_20241206_STORE_005_0335|2024-12-06 00:00:00|0|Placed
CO_CLOTH01_20241207_STORE_001_0336|2024-12-07 00:00:00|0|Placed
CO_CLOTH01_20241207_STORE_002_0337|2024-12-07 00:00:00|0|Placed
CO_CLOTH01_20241207_STORE_003_0338|2024-12-07 00:00:00|0|Placed
CO_CLOTH01_20241207_STORE_004_0339|2024-12-07 00:00:00|0|Placed
CO_CLOTH01_20241207_STORE_005_0340|2024-12-07 00:00:00|0|Placed
CO_CLOTH01_20241208_STORE_001_0341|2024-12-08 00:00:00|0|Placed
CO_CLOTH01_20241208_STORE_002_0342|2024-12-08 00:00:00|0|Placed
CO_CLOTH01_20241208_STORE_003_0343|2024-12-08 00:00:00|0|Placed
CO_CLOTH01_20241208_STORE_004_0344|2024-12-08 00:00:00|0|Placed
CO_CLOTH01_20241208_STORE_005_0345|2024-12-08 00:00:00|0|Placed
CO_CLOTH01_20241209_STORE_001_0346|2024-12-09 00:00:00|0|Placed
CO_CLOTH01_20241209_STORE_002_0347|2024-12-09 00:00:00|0|Placed
CO_CLOTH01_20241209_STORE_003_0348|2024-12-09 00:00:00|0|Placed
CO_CLOTH01_20241209_STORE_004_0349|2024-12-09 00:00:00|0|Placed
CO_CLOTH01_20241209_STORE_005_0350|2024-12-09 00:00:00|0|Placed
CO_CLOTH01_20241210_STORE_001_0351|2024-12-10 00:00:00|0|Placed
CO_CLOTH01_20241210_STORE_002_0352|2024-12-10 00:00:00|0|Placed
CO_CLOTH01_20241210_STORE_003_0353|2024-12-10 00:00:00|0|Placed
CO_CLOTH01_20241210_STORE_004_0354|2024-12-10 00:00:00|0|Placed
CO_CLOTH01_20241210_STORE_005_0355|2024-12-10 00:00:00|0|Placed
CO_CLOTH01_20241211_STORE_001_0356|2024-12-11 00:00:00|0|Placed
CO_CLOTH01_20241211_STORE_002_0357|2024-12-11 00:00:00|0|Placed
CO_CLOTH01_20241211_STORE_003_0358|2024-12-11 00:00:00|0|Placed
CO_CLOTH01_20241211_STORE_004_0359|2024-12-11 00:00:00|0|Placed
CO_CLOTH01_20241211_STORE_005_0360|2024-12-11 00:00:00|0|Placed
CO_CLOTH01_20241212_STORE_001_0361|2024-12-12 00:00:00|0|Placed
CO_CLOTH01_20241212_STORE_002_0362|2024-12-12 00:00:00|0|Placed
CO_CLOTH01_20241212_STORE_003_0363|2024-12-12 00:00:00|0|Placed
CO_CLOTH01_20241212_STORE_004_0364|2024-12-12 00:00:00|0|Placed
CO_CLOTH01_20241212_STORE_005_0365|2024-12-12 00:00:00|0|Placed
CO_CLOTH01_20241213_STORE_001_0366|2024-12-13 00:00:00|0|Placed
CO_CLOTH01_20241213_STORE_002_0367|2024-12-13 00:00:00|0|Placed
CO_CLOTH01_20241213_STORE_003_0368|2024-12-13 00:00:00|0|Placed
CO_CLOTH01_20241213_STORE_004_0369|2024-12-13 00:00:00|0|Placed
CO_CLOTH01_20241213_STORE_005_0370|2024-12-13 00:00:00|0|Placed
CO_CLOTH01_20241214_STORE_001_0371|2024-12-14 00:00:00|0|Placed
CO_CLOTH01_20241214_STORE_002_0372|2024-12-14 00:00:00|0|Placed
CO_CLOTH01_20241214_STORE_003_0373|2024-12-14 00:00:00|0|Placed
CO_CLOTH01_20241214_STORE_004_0374|2024-12-14 00:00:00|0|Placed
CO_CLOTH01_20241214_STORE_005_0375|2024-12-14 00:00:00|0|Placed
CO_CLOTH01_20241215_STORE_001_0376|2024-12-15 00:00:00|0|Placed
CO_CLOTH01_20241215_STORE_002_0377|2024-12-15 00:00:00|0|Placed
CO_CLOTH01_20241215_STORE_003_0378|2024-12-15 00:00:00|0|Placed
CO_CLOTH01_20241215_STORE_004_0379|2024-12-15 00:00:00|0|Placed
CO_CLOTH01_20241215_STORE_005_0380|2024-12-15 00:00:00|0|Placed
CO_CLOTH01_20241216_STORE_001_0381|2024-12-16 00:00:00|0|Placed
CO_CLOTH01_20241216_STORE_002_0382|2024-12-16 00:00:00|0|Placed
CO_CLOTH01_20241216_STORE_003_0383|2024-12-16 00:00:00|0|Placed
CO_CLOTH01_20241216_STORE_004_0384|2024-12-16 00:00:00|0|Placed
CO_CLOTH01_20241216_STORE_005_0385|2024-12-16 00:00:00|0|Placed
CO_CLOTH01_20241217_STORE_001_0386|2024-12-17 00:00:00|0|Placed
CO_CLOTH01_20241217_STORE_002_0387|2024-12-17 00:00:00|0|Placed
CO_CLOTH01_20241217_STORE_003_0388|2024-12-17 00:00:00|0|Placed
CO_CLOTH01_20241217_STORE_004_0389|2024-12-17 00:00:00|0|Placed
CO_CLOTH01_20241217_STORE_005_0390|2024-12-17 00:00:00|0|Placed
CO_CLOTH01_20241218_STORE_001_0391|2024-12-18 00:00:00|0|Placed
CO_CLOTH01_20241218_STORE_002_0392|2024-12-18 00:00:00|0|Placed
CO_CLOTH01_20241218_STORE_003_0393|2024-12-18 00:00:00|0|Placed
CO_CLOTH01_20241218_STORE_004_0394|2024-12-18 00:00:00|0|Placed
CO_CLOTH01_20241218_STORE_005_0395|2024-12-18 00:00:00|0|Placed
CO_CLOTH01_20241219_STORE_001_0396|2024-12-19 00:00:00|0|Placed
CO_CLOTH01_20241219_STORE_002_0397|2024-12-19 00:00:00|0|Placed
CO_CLOTH01_20241219_STORE_003_0398|2024-12-19 00:00:00|0|Placed
CO_CLOTH01_20241219_STORE_004_0399|2024-12-19 00:00:00|0|Placed
CO_CLOTH01_20241219_STORE_005_0400|2024-12-19 00:00:00|0|Placed
CO_CLOTH01_20241220_STORE_001_0401|2024-12-20 00:00:00|0|Placed
CO_CLOTH01_20241220_STORE_002_0402|2024-12-20 00:00:00|0|Placed
CO_CLOTH01_20241220_STORE_003_0403|2024-12-20 00:00:00|0|Placed
CO_CLOTH01_20241220_STORE_004_0404|2024-12-20 00:00:00|0|Placed
CO_CLOTH01_20241220_STORE_005_0405|2024-12-20 00:00:00|0|Placed
CO_CLOTH01_20241221_STORE_001_0406|2024-12-21 00:00:00|0|Placed
CO_CLOTH01_20241221_STORE_002_0407|2024-12-21 00:00:00|0|Placed
CO_CLOTH01_20241221_STORE_003_0408|2024-12-21 00:00:00|0|Placed
CO_CLOTH01_20241221_STORE_004_0409|2024-12-21 00:00:00|0|Placed
CO_CLOTH01_20241221_STORE_005_0410|2024-12-21 00:00:00|0|Placed
CO_CLOTH01_20241222_STORE_001_0411|2024-12-22 00:00:00|0|Placed
CO_CLOTH01_20241222_STORE_002_0412|2024-12-22 00:00:00|0|Placed
CO_CLOTH01_20241222_STORE_003_0413|2024-12-22 00:00:00|0|Placed
CO_CLOTH01_20241222_STORE_004_0414|2024-12-22 00:00:00|0|Placed
CO_CLOTH01_20241222_STORE_005_0415|2024-12-22 00:00:00|0|Placed
CO_CLOTH01_20241223_STORE_001_0416|2024-12-23 00:00:00|0|Placed
CO_CLOTH01_20241223_STORE_002_0417|2024-12-23 00:00:00|0|Placed
CO_CLOTH01_20241223_STORE_003_0418|2024-12-23 00:00:00|0|Placed
CO_CLOTH01_20241223_STORE_004_0419|2024-12-23 00:00:00|0|Placed
CO_CLOTH01_20241223_STORE_005_0420|2024-12-23 00:00:00|0|Placed
CO_CLOTH01_20241224_STORE_001_0421|2024-12-24 00:00:00|0|Placed
CO_CLOTH01_20241224_STORE_002_0422|2024-12-24 00:00:00|0|Placed
CO_CLOTH01_20241224_STORE_003_0423|2024-12-24 00:00:00|0|Placed
CO_CLOTH01_20241224_STORE_004_0424|2024-12-24 00:00:00|0|Placed
CO_CLOTH01_20241224_STORE_005_0425|2024-12-24 00:00:00|0|Placed
CO_CLOTH01_20241225_STORE_001_0426|2024-12-25 00:00:00|0|Placed
CO_CLOTH01_20241225_STORE_002_0427|2024-12-25 00:00:00|0|Placed
CO_CLOTH01_20241225_STORE_003_0428|2024-12-25 00:00:00|0|Placed
CO_CLOTH01_20241225_STORE_004_0429|2024-12-25 00:00:00|0|Placed
CO_CLOTH01_20241225_STORE_005_0430|2024-12-25 00:00:00|0|Placed
CO_CLOTH01_20241226_STORE_001_0431|2024-12-26 00:00:00|0|Placed
CO_CLOTH01_20241226_STORE_002_0432|2024-12-26 00:00:00|0|Placed
CO_CLOTH01_20241226_STORE_003_0433|2024-12-26 00:00:00|0|Placed
CO_CLOTH01_20241226_STORE_004_0434|2024-12-26 00:00:00|0|Placed
CO_CLOTH01_20241226_STORE_005_0435|2024-12-26 00:00:00|0|Placed
CO_CLOTH01_20241227_STORE_001_0436|2024-12-27 00:00:00|0|Placed
CO_CLOTH01_20241227_STORE_002_0437|2024-12-27 00:00:00|0|Placed
CO_CLOTH01_20241227_STORE_003_0438|2024-12-27 00:00:00|0|Placed
CO_CLOTH01_20241227_STORE_004_0439|2024-12-27 00:00:00|0|Placed
CO_CLOTH01_20241227_STORE_005_0440|2024-12-27 00:00:00|0|Placed
CO_CLOTH01_20241228_STORE_001_0441|2024-12-28 00:00:00|0|Placed
CO_CLOTH01_20241228_STORE_002_0442|2024-12-28 00:00:00|0|Placed
CO_CLOTH01_20241228_STORE_003_0443|2024-12-28 00:00:00|0|Placed
CO_CLOTH01_20241228_STORE_004_0444|2024-12-28 00:00:00|0|Placed
CO_CLOTH01_20241228_STORE_005_0445|2024-12-28 00:00:00|0|Placed
CO_CLOTH01_20241229_STORE_001_0446|2024-12-29 00:00:00|0|Placed
CO_CLOTH01_20241229_STORE_002_0447|2024-12-29 00:00:00|0|Placed
CO_CLOTH01_20241229_STORE_003_0448|2024-12-29 00:00:00|0|Placed
CO_CLOTH01_20241229_STORE_004_0449|2024-12-29 00:00:00|0|Placed
CO_CLOTH01_20241229_STORE_005_0450|2024-12-29 00:00:00|0|Placed
CO_CLOTH01_20241230_STORE_001_0451|2024-12-30 00:00:00|0|Placed
CO_CLOTH01_20241230_STORE_002_0452|2024-12-30 00:00:00|0|Placed
CO_CLOTH01_20241230_STORE_003_0453|2024-12-30 00:00:00|0|Placed
CO_CLOTH01_20241230_STORE_004_0454|2024-12-30 00:00:00|0|Placed
CO_CLOTH01_20241230_STORE_005_0455|2024-12-30 00:00:00|0|Placed
CO_CLOTH01_20241231_STORE_001_0456|2024-12-31 00:00:00|0|Placed
CO_CLOTH01_20241231_STORE_002_0457|2024-12-31 00:00:00|0|Placed
CO_CLOTH01_20241231_STORE_003_0458|2024-12-31 00:00:00|0|Placed
CO_CLOTH01_20241231_STORE_004_0459|2024-12-31 00:00:00|0|Placed
CO_CLOTH01_20241231_STORE_005_0460|2024-12-31 00:00:00|0|Placed
CO_CLOTH01_20250101_STORE_001_0461|2025-01-01 00:00:00|0|Placed
CO_CLOTH01_20250101_STORE_002_0462|2025-01-01 00:00:00|0|Placed
CO_CLOTH01_20250101_STORE_003_0463|2025-01-01 00:00:00|0|Placed
CO_CLOTH01_20250101_STORE_004_0464|2025-01-01 00:00:00|0|Placed
CO_CLOTH01_20250101_STORE_005_0465|2025-01-01 00:00:00|0|Placed
CO_CLOTH01_20250102_STORE_001_0466|2025-01-02 00:00:00|0|Placed
CO_CLOTH01_20250102_STORE_002_0467|2025-01-02 00:00:00|0|Placed
CO_CLOTH01_20250102_STORE_003_0468|2025-01-02 00:00:00|0|Placed
CO_CLOTH01_20250102_STORE_004_0469|2025-01-02 00:00:00|0|Placed
CO_CLOTH01_20250102_STORE_005_0470|2025-01-02 00:00:00|0|Placed
CO_CLOTH01_20250103_STORE_001_0471|2025-01-03 00:00:00|0|Placed
CO_CLOTH01_20250103_STORE_002_0472|2025-01-03 00:00:00|0|Placed
CO_CLOTH01_20250103_STORE_003_0473|2025-01-03 00:00:00|0|Placed
CO_CLOTH01_20250103_STORE_004_0474|2025-01-03 00:00:00|0|Placed
CO_CLOTH01_20250103_STORE_005_0475|2025-01-03 00:00:00|0|Placed
CO_CLOTH01_20250104_STORE_001_0476|2025-01-04 00:00:00|0|Placed
CO_CLOTH01_20250104_STORE_002_0477|2025-01-04 00:00:00|0|Placed
CO_CLOTH01_20250104_STORE_003_0478|2025-01-04 00:00:00|0|Placed
CO_CLOTH01_20250104_STORE_004_0479|2025-01-04 00:00:00|0|Placed
CO_CLOTH01_20250104_STORE_005_0480|2025-01-04 00:00:00|0|Placed
CO_CLOTH01_20250105_STORE_001_0481|2025-01-05 00:00:00|0|Placed
CO_CLOTH01_20250105_STORE_002_0482|2025-01-05 00:00:00|0|Placed
CO_CLOTH01_20250105_STORE_003_0483|2025-01-05 00:00:00|0|Placed
CO_CLOTH01_20250105_STORE_004_0484|2025-01-05 00:00:00|0|Placed
CO_CLOTH01_20250105_STORE_005_0485|2025-01-05 00:00:00|0|Placed
CO_CLOTH01_20250106_STORE_001_0486|2025-01-06 00:00:00|0|Placed
CO_CLOTH01_20250106_STORE_002_0487|2025-01-06 00:00:00|0|Placed
CO_CLOTH01_20250106_STORE_003_0488|2025-01-06 00:00:00|0|Placed
CO_CLOTH01_20250106_STORE_004_0489|2025-01-06 00:00:00|0|Placed
CO_CLOTH01_20250106_STORE_005_0490|2025-01-06 00:00:00|0|Placed
CO_CLOTH01_20250107_STORE_001_0491|2025-01-07 00:00:00|0|Placed
CO_CLOTH01_20250107_STORE_002_0492|2025-01-07 00:00:00|0|Placed
CO_CLOTH01_20250107_STORE_003_0493|2025-01-07 00:00:00|0|Placed
CO_CLOTH01_20250107_STORE_004_0494|2025-01-07 00:00:00|0|Placed
CO_CLOTH01_20250107_STORE_005_0495|2025-01-07 00:00:00|0|Placed
CO_CLOTH01_20250108_STORE_001_0496|2025-01-08 00:00:00|0|Placed
CO_CLOTH01_20250108_STORE_002_0497|2025-01-08 00:00:00|0|Placed
CO_CLOTH01_20250108_STORE_003_0498|2025-01-08 00:00:00|0|Placed
CO_CLOTH01_20250108_STORE_004_0499|2025-01-08 00:00:00|0|Placed
CO_CLOTH01_20250108_STORE_005_0500|2025-01-08 00:00:00|0|Placed
CO_CLOTH01_20250109_STORE_001_0501|2025-01-09 00:00:00|0|Placed
CO_CLOTH01_20250109_STORE_002_0502|2025-01-09 00:00:00|0|Placed
CO_CLOTH01_20250109_STORE_003_0503|2025-01-09 00:00:00|0|Placed
CO_CLOTH01_20250109_STORE_004_0504|2025-01-09 00:00:00|0|Placed
CO_CLOTH01_20250109_STORE_005_0505|2025-01-09 00:00:00|0|Placed
CO_CLOTH01_20250110_STORE_001_0506|2025-01-10 00:00:00|0|Placed
CO_CLOTH01_20250110_STORE_002_0507|2025-01-10 00:00:00|0|Placed
CO_CLOTH01_20250110_STORE_003_0508|2025-01-10 00:00:00|0|Placed
CO_CLOTH01_20250110_STORE_004_0509|2025-01-10 00:00:00|0|Placed
CO_CLOTH01_20250110_STORE_005_0510|2025-01-10 00:00:00|0|Placed
CO_CLOTH01_20250111_STORE_001_0511|2025-01-11 00:00:00|0|Placed
CO_CLOTH01_20250111_STORE_002_0512|2025-01-11 00:00:00|0|Placed
CO_CLOTH01_20250111_STORE_003_0513|2025-01-11 00:00:00|0|Placed
CO_CLOTH01_20250111_STORE_004_0514|2025-01-11 00:00:00|0|Placed
CO_CLOTH01_20250111_STORE_005_0515|2025-01-11 00:00:00|0|Placed
CO_CLOTH01_20250112_STORE_001_0516|2025-01-12 00:00:00|0|Placed
CO_CLOTH01_20250112_STORE_002_0517|2025-01-12 00:00:00|0|Placed
CO_CLOTH01_20250112_STORE_003_0518|2025-01-12 00:00:00|0|Placed
CO_CLOTH01_20250112_STORE_004_0519|2025-01-12 00:00:00|0|Placed
CO_CLOTH01_20250112_STORE_005_0520|2025-01-12 00:00:00|0|Placed
CO_CLOTH01_20250113_STORE_001_0521|2025-01-13 00:00:00|0|Placed
CO_CLOTH01_20250113_STORE_002_0522|2025-01-13 00:00:00|0|Placed
CO_CLOTH01_20250113_STORE_003_0523|2025-01-13 00:00:00|0|Placed
CO_CLOTH01_20250113_STORE_004_0524|2025-01-13 00:00:00|0|Placed
CO_CLOTH01_20250113_STORE_005_0525|2025-01-13 00:00:00|0|Placed
CO_CLOTH01_20250114_STORE_001_0526|2025-01-14 00:00:00|0|Placed
CO_CLOTH01_20250114_STORE_002_0527|2025-01-14 00:00:00|0|Placed
CO_CLOTH01_20250114_STORE_003_0528|2025-01-14 00:00:00|0|Placed
CO_CLOTH01_20250114_STORE_004_0529|2025-01-14 00:00:00|0|Placed
CO_CLOTH01_20250114_STORE_005_0530|2025-01-14 00:00:00|0|Placed
CO_CLOTH01_20250115_STORE_001_0531|2025-01-15 00:00:00|0|Placed
CO_CLOTH01_20250115_STORE_002_0532|2025-01-15 00:00:00|0|Placed
CO_CLOTH01_20250115_STORE_003_0533|2025-01-15 00:00:00|0|Placed
CO_CLOTH01_20250115_STORE_004_0534|2025-01-15 00:00:00|0|Placed
CO_CLOTH01_20250115_STORE_005_0535|2025-01-15 00:00:00|0|Placed
CO_CLOTH01_20250116_STORE_001_0536|2025-01-16 00:00:00|0|Placed
CO_CLOTH01_20250116_STORE_002_0537|2025-01-16 00:00:00|0|Placed
CO_CLOTH01_20250116_STORE_003_0538|2025-01-16 00:00:00|0|Placed
CO_CLOTH01_20250116_STORE_004_0539|2025-01-16 00:00:00|0|Placed
CO_CLOTH01_20250116_STORE_005_0540|2025-01-16 00:00:00|0|Placed
CO_CLOTH01_20250117_STORE_001_0541|2025-01-17 00:00:00|0|Placed
CO_CLOTH01_20250117_STORE_002_0542|2025-01-17 00:00:00|0|Placed
CO_CLOTH01_20250117_STORE_003_0543|2025-01-17 00:00:00|0|Placed
CO_CLOTH01_20250117_STORE_004_0544|2025-01-17 00:00:00|0|Placed
CO_CLOTH01_20250117_STORE_005_0545|2025-01-17 00:00:00|0|Placed
CO_CLOTH01_20250118_STORE_001_0546|2025-01-18 00:00:00|0|Placed
CO_CLOTH01_20250118_STORE_002_0547|2025-01-18 00:00:00|0|Placed
CO_CLOTH01_20250118_STORE_003_0548|2025-01-18 00:00:00|0|Placed
CO_CLOTH01_20250118_STORE_004_0549|2025-01-18 00:00:00|0|Placed
CO_CLOTH01_20250118_STORE_005_0550|2025-01-18 00:00:00|0|Placed
CO_CLOTH01_20250119_STORE_001_0551|2025-01-19 00:00:00|0|Placed
CO_CLOTH01_20250119_STORE_002_0552|2025-01-19 00:00:00|0|Placed
CO_CLOTH01_20250119_STORE_003_0553|2025-01-19 00:00:00|0|Placed
CO_CLOTH01_20250119_STORE_004_0554|2025-01-19 00:00:00|0|Placed
CO_CLOTH01_20250119_STORE_005_0555|2025-01-19 00:00:00|0|Placed
CO_CLOTH01_20250120_STORE_001_0556|2025-01-20 00:00:00|0|Placed
CO_CLOTH01_20250120_STORE_002_0557|2025-01-20 00:00:00|0|Placed
CO_CLOTH01_20250120_STORE_003_0558|2025-01-20 00:00:00|0|Placed
CO_CLOTH01_20250120_STORE_004_0559|2025-01-20 00:00:00|0|Placed
CO_CLOTH01_20250120_STORE_005_0560|2025-01-20 00:00:00|0|Placed
CO_CLOTH01_20250121_STORE_001_0561|2025-01-21 00:00:00|0|Placed
CO_CLOTH01_20250121_STORE_002_0562|2025-01-21 00:00:00|0|Placed
CO_CLOTH01_20250121_STORE_003_0563|2025-01-21 00:00:00|0|Placed
CO_CLOTH01_20250121_STORE_004_0564|2025-01-21 00:00:00|0|Placed
CO_CLOTH01_20250121_STORE_005_0565|2025-01-21 00:00:00|0|Placed
CO_CLOTH01_20250122_STORE_001_0566|2025-01-22 00:00:00|0|Placed
CO_CLOTH01_20250122_STORE_002_0567|2025-01-22 00:00:00|0|Placed
CO_CLOTH01_20250122_STORE_003_0568|2025-01-22 00:00:00|0|Placed
CO_CLOTH01_20250122_STORE_004_0569|2025-01-22 00:00:00|0|Placed
CO_CLOTH01_20250122_STORE_005_0570|2025-01-22 00:00:00|0|Placed
CO_CLOTH01_20250123_STORE_001_0571|2025-01-23 00:00:00|0|Placed
CO_CLOTH01_20250123_STORE_002_0572|2025-01-23 00:00:00|0|Placed
CO_CLOTH01_20250123_STORE_003_0573|2025-01-23 00:00:00|0|Placed
CO_CLOTH01_20250123_STORE_004_0574|2025-01-23 00:00:00|0|Placed
CO_CLOTH01_20250123_STORE_005_0575|2025-01-23 00:00:00|0|Placed
CO_CLOTH01_20250124_STORE_001_0576|2025-01-24 00:00:00|0|Placed
CO_CLOTH01_20250124_STORE_002_0577|2025-01-24 00:00:00|0|Placed
CO_CLOTH01_20250124_STORE_003_0578|2025-01-24 00:00:00|0|Placed
CO_CLOTH01_20250124_STORE_004_0579|2025-01-24 00:00:00|0|Placed
CO_CLOTH01_20250124_STORE_005_0580|2025-01-24 00:00:00|0|Placed
CO_CLOTH01_20250125_STORE_001_0581|2025-01-25 00:00:00|0|Placed
CO_CLOTH01_20250125_STORE_002_0582|2025-01-25 00:00:00|0|Placed
CO_CLOTH01_20250125_STORE_003_0583|2025-01-25 00:00:00|0|Placed
CO_CLOTH01_20250125_STORE_004_0584|2025-01-25 00:00:00|0|Placed
CO_CLOTH01_20250125_STORE_005_0585|2025-01-25 00:00:00|0|Placed
CO_CLOTH01_20250126_STORE_001_0586|2025-01-26 00:00:00|0|Placed
CO_CLOTH01_20250126_STORE_002_0587|2025-01-26 00:00:00|0|Placed
CO_CLOTH01_20250126_STORE_003_0588|2025-01-26 00:00:00|0|Placed
CO_CLOTH01_20250126_STORE_004_0589|2025-01-26 00:00:00|0|Placed
CO_CLOTH01_20250126_STORE_005_0590|2025-01-26 00:00:00|0|Placed
CO_CLOTH01_20250127_STORE_001_0591|2025-01-27 00:00:00|0|Placed
CO_CLOTH01_20250127_STORE_002_0592|2025-01-27 00:00:00|0|Placed
CO_CLOTH01_20250127_STORE_003_0593|2025-01-27 00:00:00|0|Placed
CO_CLOTH01_20250127_STORE_004_0594|2025-01-27 00:00:00|0|Placed
CO_CLOTH01_20250127_STORE_005_0595|2025-01-27 00:00:00|0|Placed
CO_CLOTH01_20250128_STORE_001_0596|2025-01-28 00:00:00|0|Placed
CO_CLOTH01_20250128_STORE_002_0597|2025-01-28 00:00:00|0|Placed
CO_CLOTH01_20250128_STORE_003_0598|2025-01-28 00:00:00|0|Placed
CO_CLOTH01_20250128_STORE_004_0599|2025-01-28 00:00:00|0|Placed
CO_CLOTH01_20250128_STORE_005_0600|2025-01-28 00:00:00|0|Placed
CO_CLOTH01_20250129_STORE_001_0601|2025-01-29 00:00:00|0|Placed
CO_CLOTH01_20250129_STORE_002_0602|2025-01-29 00:00:00|0|Placed
CO_CLOTH01_20250129_STORE_003_0603|2025-01-29 00:00:00|0|Placed
CO_CLOTH01_20250129_STORE_004_0604|2025-01-29 00:00:00|0|Placed
CO_CLOTH01_20250129_STORE_005_0605|2025-01-29 00:00:00|0|Placed
CO_CLOTH01_20250130_STORE_001_0606|2025-01-30 00:00:00|0|Placed
CO_CLOTH01_20250130_STORE_002_0607|2025-01-30 00:00:00|0|Placed
CO_CLOTH01_20250130_STORE_003_0608|2025-01-30 00:00:00|0|Placed
CO_CLOTH01_20250130_STORE_004_0609|2025-01-30 00:00:00|0|Placed
CO_CLOTH01_20250130_STORE_005_0610|2025-01-30 00:00:00|0|Placed
CO_CLOTH01_20250131_STORE_001_0611|2025-01-31 00:00:00|0|Placed
CO_CLOTH01_20250131_STORE_002_0612|2025-01-31 00:00:00|0|Placed
CO_CLOTH01_20250131_STORE_003_0613|2025-01-31 00:00:00|0|Placed
CO_CLOTH01_20250131_STORE_004_0614|2025-01-31 00:00:00|0|Placed
CO_CLOTH01_20250131_STORE_005_0615|2025-01-31 00:00:00|0|Placed
CO_CLOTH01_20250201_STORE_001_0616|2025-02-01 00:00:00|0|Placed
CO_CLOTH01_20250201_STORE_002_0617|2025-02-01 00:00:00|0|Placed
CO_CLOTH01_20250201_STORE_003_0618|2025-02-01 00:00:00|0|Placed
CO_CLOTH01_20250201_STORE_004_0619|2025-02-01 00:00:00|0|Placed
CO_CLOTH01_20250201_STORE_005_0620|2025-02-01 00:00:00|0|Placed
CO_CLOTH01_20250202_STORE_001_0621|2025-02-02 00:00:00|0|Placed
CO_CLOTH01_20250202_STORE_002_0622|2025-02-02 00:00:00|0|Placed
CO_CLOTH01_20250202_STORE_003_0623|2025-02-02 00:00:00|0|Placed
CO_CLOTH01_20250202_STORE_004_0624|2025-02-02 00:00:00|0|Placed
CO_CLOTH01_20250202_STORE_005_0625|2025-02-02 00:00:00|0|Placed
CO_CLOTH01_20250203_STORE_001_0626|2025-02-03 00:00:00|0|Placed
CO_CLOTH01_20250203_STORE_002_0627|2025-02-03 00:00:00|0|Placed
CO_CLOTH01_20250203_STORE_003_0628|2025-02-03 00:00:00|0|Placed
CO_CLOTH01_20250203_STORE_004_0629|2025-02-03 00:00:00|0|Placed
CO_CLOTH01_20250203_STORE_005_0630|2025-02-03 00:00:00|0|Placed
CO_CLOTH01_20250204_STORE_001_0631|2025-02-04 00:00:00|0|Placed
CO_CLOTH01_20250204_STORE_002_0632|2025-02-04 00:00:00|0|Placed
CO_CLOTH01_20250204_STORE_003_0633|2025-02-04 00:00:00|0|Placed
CO_CLOTH01_20250204_STORE_004_0634|2025-02-04 00:00:00|0|Placed
CO_CLOTH01_20250204_STORE_005_0635|2025-02-04 00:00:00|0|Placed
CO_CLOTH01_20250205_STORE_001_0636|2025-02-05 00:00:00|0|Placed
CO_CLOTH01_20250205_STORE_002_0637|2025-02-05 00:00:00|0|Placed
CO_CLOTH01_20250205_STORE_003_0638|2025-02-05 00:00:00|0|Placed
CO_CLOTH01_20250205_STORE_004_0639|2025-02-05 00:00:00|0|Placed
CO_CLOTH01_20250205_STORE_005_0640|2025-02-05 00:00:00|0|Placed
CO_CLOTH01_20250206_STORE_001_0641|2025-02-06 00:00:00|0|Placed
CO_CLOTH01_20250206_STORE_002_0642|2025-02-06 00:00:00|0|Placed
CO_CLOTH01_20250206_STORE_003_0643|2025-02-06 00:00:00|0|Placed
CO_CLOTH01_20250206_STORE_004_0644|2025-02-06 00:00:00|0|Placed
CO_CLOTH01_20250206_STORE_005_0645|2025-02-06 00:00:00|0|Placed
CO_CLOTH01_20250207_STORE_001_0646|2025-02-07 00:00:00|0|Placed
CO_CLOTH01_20250207_STORE_002_0647|2025-02-07 00:00:00|0|Placed
CO_CLOTH01_20250207_STORE_003_0648|2025-02-07 00:00:00|0|Placed
CO_CLOTH01_20250207_STORE_004_0649|2025-02-07 00:00:00|0|Placed
CO_CLOTH01_20250207_STORE_005_0650|2025-02-07 00:00:00|0|Placed
CO_CLOTH01_20250208_STORE_001_0651|2025-02-08 00:00:00|0|Placed
CO_CLOTH01_20250208_STORE_002_0652|2025-02-08 00:00:00|0|Placed
CO_CLOTH01_20250208_STORE_003_0653|2025-02-08 00:00:00|0|Placed
CO_CLOTH01_20250208_STORE_004_0654|2025-02-08 00:00:00|0|Placed
CO_CLOTH01_20250208_STORE_005_0655|2025-02-08 00:00:00|0|Placed
CO_CLOTH01_20250209_STORE_001_0656|2025-02-09 00:00:00|0|Placed
CO_CLOTH01_20250209_STORE_002_0657|2025-02-09 00:00:00|0|Placed
CO_CLOTH01_20250209_STORE_003_0658|2025-02-09 00:00:00|0|Placed
CO_CLOTH01_20250209_STORE_004_0659|2025-02-09 00:00:00|0|Placed
CO_CLOTH01_20250209_STORE_005_0660|2025-02-09 00:00:00|0|Placed
CO_CLOTH01_20250210_STORE_001_0661|2025-02-10 00:00:00|0|Placed
CO_CLOTH01_20250210_STORE_002_0662|2025-02-10 00:00:00|0|Placed
CO_CLOTH01_20250210_STORE_003_0663|2025-02-10 00:00:00|0|Placed
