PurchaseOrderNumber|PurchaseOrderDate|IBTFlag|SupplierOrderStatus|ReceiveNoLaterThan
PO_CLOTH01_20241214_DC_01_IBT_000806|2024-12-14 00:00:00|1|Delivered|2024-12-14 00:00:00
PO_CLOTH01_20241214_DC_01_IBT_000807|2024-12-14 00:00:00|1|Delivered|2024-12-14 00:00:00
PO_CLOTH01_20241214_DC_01_IBT_000808|2024-12-14 00:00:00|1|Delivered|2024-12-14 00:00:00
PO_CLOTH01_20241214_DC_01_IBT_000809|2024-12-14 00:00:00|1|Delivered|2024-12-14 00:00:00
PO_CLOTH01_20241215_DC_01_IBT_000810|2024-12-15 00:00:00|1|Delivered|2024-12-15 00:00:00
PO_CLOTH01_20241215_DC_01_IBT_000811|2024-12-15 00:00:00|1|Delivered|2024-12-15 00:00:00
PO_CLOTH01_20241215_DC_01_IBT_000812|2024-12-15 00:00:00|1|Delivered|2024-12-15 00:00:00
PO_CLOTH01_20241215_DC_01_IBT_000813|2024-12-15 00:00:00|1|Delivered|2024-12-15 00:00:00
PO_CLOTH01_20241215_DC_01_IBT_000814|2024-12-15 00:00:00|1|Delivered|2024-12-15 00:00:00
PO_CLOTH01_20241216_DC_01_IBT_000815|2024-12-16 00:00:00|1|Delivered|2024-12-16 00:00:00
PO_CLOTH01_20241216_DC_01_IBT_000816|2024-12-16 00:00:00|1|Delivered|2024-12-16 00:00:00
PO_CLOTH01_20241216_DC_01_IBT_000817|2024-12-16 00:00:00|1|Delivered|2024-12-16 00:00:00
PO_CLOTH01_20241216_DC_01_IBT_000818|2024-12-16 00:00:00|1|Delivered|2024-12-16 00:00:00
PO_CLOTH01_20241216_DC_01_IBT_000819|2024-12-16 00:00:00|1|Delivered|2024-12-16 00:00:00
PO_CLOTH01_20241216_DC_01_000820|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241216_DC_01_000821|2024-12-16 00:00:00|0|Placed|2024-12-23 00:00:00
PO_CLOTH01_20241216_DC_01_000822|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000823|2024-12-16 00:00:00|0|Placed|2024-12-27 00:00:00
PO_CLOTH01_20241216_DC_01_000824|2024-12-16 00:00:00|0|Placed|2024-12-26 00:00:00
PO_CLOTH01_20241216_DC_01_000825|2024-12-16 00:00:00|0|Placed|2024-12-26 00:00:00
PO_CLOTH01_20241216_DC_01_000826|2024-12-16 00:00:00|0|Placed|2024-12-25 00:00:00
PO_CLOTH01_20241216_DC_01_000827|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000828|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241216_DC_01_000829|2024-12-16 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241216_DC_01_000830|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241216_DC_01_000831|2024-12-16 00:00:00|0|Placed|2024-12-23 00:00:00
PO_CLOTH01_20241216_DC_01_000832|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000833|2024-12-16 00:00:00|0|Placed|2024-12-27 00:00:00
PO_CLOTH01_20241216_DC_01_000834|2024-12-16 00:00:00|0|Placed|2024-12-26 00:00:00
PO_CLOTH01_20241216_DC_01_000835|2024-12-16 00:00:00|0|Placed|2024-12-26 00:00:00
PO_CLOTH01_20241216_DC_01_000836|2024-12-16 00:00:00|0|Placed|2024-12-25 00:00:00
PO_CLOTH01_20241216_DC_01_000837|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000838|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241216_DC_01_000839|2024-12-16 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241216_DC_01_000840|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241216_DC_01_000841|2024-12-16 00:00:00|0|Placed|2024-12-23 00:00:00
PO_CLOTH01_20241216_DC_01_000842|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000843|2024-12-16 00:00:00|0|Placed|2024-12-27 00:00:00
PO_CLOTH01_20241216_DC_01_000844|2024-12-16 00:00:00|0|Placed|2024-12-26 00:00:00
PO_CLOTH01_20241216_DC_01_000845|2024-12-16 00:00:00|0|Placed|2024-12-26 00:00:00
PO_CLOTH01_20241216_DC_01_000846|2024-12-16 00:00:00|0|Placed|2024-12-25 00:00:00
PO_CLOTH01_20241216_DC_01_000847|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000848|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241216_DC_01_000849|2024-12-16 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241216_DC_01_000850|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241216_DC_01_000851|2024-12-16 00:00:00|0|Placed|2024-12-23 00:00:00
PO_CLOTH01_20241216_DC_01_000852|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000853|2024-12-16 00:00:00|0|Placed|2024-12-27 00:00:00
PO_CLOTH01_20241216_DC_01_000854|2024-12-16 00:00:00|0|Placed|2024-12-26 00:00:00
PO_CLOTH01_20241216_DC_01_000855|2024-12-16 00:00:00|0|Placed|2024-12-26 00:00:00
PO_CLOTH01_20241216_DC_01_000856|2024-12-16 00:00:00|0|Placed|2024-12-25 00:00:00
PO_CLOTH01_20241216_DC_01_000857|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000858|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241216_DC_01_000859|2024-12-16 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241216_DC_01_000860|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241216_DC_01_000861|2024-12-16 00:00:00|0|Placed|2024-12-23 00:00:00
PO_CLOTH01_20241216_DC_01_000862|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000863|2024-12-16 00:00:00|0|Placed|2024-12-27 00:00:00
PO_CLOTH01_20241216_DC_01_000864|2024-12-16 00:00:00|0|Placed|2024-12-26 00:00:00
PO_CLOTH01_20241216_DC_01_000865|2024-12-16 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241216_DC_01_000866|2024-12-16 00:00:00|0|Placed|2024-12-24 00:00:00
PO_CLOTH01_20241217_DC_01_IBT_000867|2024-12-17 00:00:00|1|Delivered|2024-12-17 00:00:00
PO_CLOTH01_20241217_DC_01_IBT_000868|2024-12-17 00:00:00|1|Delivered|2024-12-17 00:00:00
PO_CLOTH01_20241217_DC_01_IBT_000869|2024-12-17 00:00:00|1|Delivered|2024-12-17 00:00:00
PO_CLOTH01_20241217_DC_01_IBT_000870|2024-12-17 00:00:00|1|Delivered|2024-12-17 00:00:00
PO_CLOTH01_20241217_DC_01_IBT_000871|2024-12-17 00:00:00|1|Delivered|2024-12-17 00:00:00
PO_CLOTH01_20241218_DC_01_IBT_000872|2024-12-18 00:00:00|1|Delivered|2024-12-18 00:00:00
PO_CLOTH01_20241218_DC_01_IBT_000873|2024-12-18 00:00:00|1|Delivered|2024-12-18 00:00:00
PO_CLOTH01_20241218_DC_01_IBT_000874|2024-12-18 00:00:00|1|Delivered|2024-12-18 00:00:00
PO_CLOTH01_20241218_DC_01_IBT_000875|2024-12-18 00:00:00|1|Delivered|2024-12-18 00:00:00
PO_CLOTH01_20241218_DC_01_IBT_000876|2024-12-18 00:00:00|1|Delivered|2024-12-18 00:00:00
PO_CLOTH01_20241219_DC_01_IBT_000877|2024-12-19 00:00:00|1|Delivered|2024-12-19 00:00:00
PO_CLOTH01_20241219_DC_01_IBT_000878|2024-12-19 00:00:00|1|Delivered|2024-12-19 00:00:00
PO_CLOTH01_20241219_DC_01_IBT_000879|2024-12-19 00:00:00|1|Delivered|2024-12-19 00:00:00
PO_CLOTH01_20241219_DC_01_IBT_000880|2024-12-19 00:00:00|1|Delivered|2024-12-19 00:00:00
PO_CLOTH01_20241219_DC_01_IBT_000881|2024-12-19 00:00:00|1|Delivered|2024-12-19 00:00:00
PO_CLOTH01_20241220_DC_01_IBT_000882|2024-12-20 00:00:00|1|Delivered|2024-12-20 00:00:00
PO_CLOTH01_20241220_DC_01_IBT_000883|2024-12-20 00:00:00|1|Delivered|2024-12-20 00:00:00
PO_CLOTH01_20241220_DC_01_IBT_000884|2024-12-20 00:00:00|1|Delivered|2024-12-20 00:00:00
PO_CLOTH01_20241220_DC_01_IBT_000885|2024-12-20 00:00:00|1|Delivered|2024-12-20 00:00:00
PO_CLOTH01_20241220_DC_01_IBT_000886|2024-12-20 00:00:00|1|Delivered|2024-12-20 00:00:00
PO_CLOTH01_20241221_DC_01_IBT_000887|2024-12-21 00:00:00|1|Delivered|2024-12-21 00:00:00
PO_CLOTH01_20241221_DC_01_IBT_000888|2024-12-21 00:00:00|1|Delivered|2024-12-21 00:00:00
PO_CLOTH01_20241221_DC_01_IBT_000889|2024-12-21 00:00:00|1|Delivered|2024-12-21 00:00:00
PO_CLOTH01_20241221_DC_01_IBT_000890|2024-12-21 00:00:00|1|Delivered|2024-12-21 00:00:00
PO_CLOTH01_20241221_DC_01_IBT_000891|2024-12-21 00:00:00|1|Delivered|2024-12-21 00:00:00
PO_CLOTH01_20241222_DC_01_IBT_000892|2024-12-22 00:00:00|1|Delivered|2024-12-22 00:00:00
PO_CLOTH01_20241222_DC_01_IBT_000893|2024-12-22 00:00:00|1|Delivered|2024-12-22 00:00:00
PO_CLOTH01_20241222_DC_01_IBT_000894|2024-12-22 00:00:00|1|Delivered|2024-12-22 00:00:00
PO_CLOTH01_20241222_DC_01_IBT_000895|2024-12-22 00:00:00|1|Delivered|2024-12-22 00:00:00
PO_CLOTH01_20241222_DC_01_IBT_000896|2024-12-22 00:00:00|1|Delivered|2024-12-22 00:00:00
PO_CLOTH01_20241223_DC_01_IBT_000897|2024-12-23 00:00:00|1|Delivered|2024-12-23 00:00:00
PO_CLOTH01_20241223_DC_01_IBT_000898|2024-12-23 00:00:00|1|Delivered|2024-12-23 00:00:00
PO_CLOTH01_20241223_DC_01_IBT_000899|2024-12-23 00:00:00|1|Delivered|2024-12-23 00:00:00
PO_CLOTH01_20241223_DC_01_IBT_000900|2024-12-23 00:00:00|1|Delivered|2024-12-23 00:00:00
PO_CLOTH01_20241223_DC_01_IBT_000901|2024-12-23 00:00:00|1|Delivered|2024-12-23 00:00:00
PO_CLOTH01_20241223_DC_01_000902|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000903|2024-12-23 00:00:00|0|Placed|2024-12-30 00:00:00
PO_CLOTH01_20241223_DC_01_000904|2024-12-23 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241223_DC_01_000905|2024-12-23 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241223_DC_01_000906|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000907|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000908|2024-12-23 00:00:00|0|Placed|2025-01-01 00:00:00
PO_CLOTH01_20241223_DC_01_000909|2024-12-23 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241223_DC_01_000910|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000911|2024-12-23 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241223_DC_01_000912|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000913|2024-12-23 00:00:00|0|Placed|2024-12-30 00:00:00
PO_CLOTH01_20241223_DC_01_000914|2024-12-23 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241223_DC_01_000915|2024-12-23 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241223_DC_01_000916|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000917|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000918|2024-12-23 00:00:00|0|Placed|2025-01-01 00:00:00
PO_CLOTH01_20241223_DC_01_000919|2024-12-23 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241223_DC_01_000920|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000921|2024-12-23 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241223_DC_01_000922|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000923|2024-12-23 00:00:00|0|Placed|2024-12-30 00:00:00
PO_CLOTH01_20241223_DC_01_000924|2024-12-23 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241223_DC_01_000925|2024-12-23 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241223_DC_01_000926|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000927|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000928|2024-12-23 00:00:00|0|Placed|2025-01-01 00:00:00
PO_CLOTH01_20241223_DC_01_000929|2024-12-23 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241223_DC_01_000930|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000931|2024-12-23 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241223_DC_01_000932|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000933|2024-12-23 00:00:00|0|Placed|2024-12-30 00:00:00
PO_CLOTH01_20241223_DC_01_000934|2024-12-23 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241223_DC_01_000935|2024-12-23 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241223_DC_01_000936|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000937|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000938|2024-12-23 00:00:00|0|Placed|2025-01-01 00:00:00
PO_CLOTH01_20241223_DC_01_000939|2024-12-23 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241223_DC_01_000940|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000941|2024-12-23 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241223_DC_01_000942|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000943|2024-12-23 00:00:00|0|Placed|2024-12-30 00:00:00
PO_CLOTH01_20241223_DC_01_000944|2024-12-23 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241223_DC_01_000945|2024-12-23 00:00:00|0|Placed|2025-01-03 00:00:00
PO_CLOTH01_20241223_DC_01_000946|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000947|2024-12-23 00:00:00|0|Placed|2025-01-02 00:00:00
PO_CLOTH01_20241223_DC_01_000948|2024-12-23 00:00:00|0|Placed|2025-01-01 00:00:00
PO_CLOTH01_20241223_DC_01_000949|2024-12-23 00:00:00|0|Placed|2024-12-31 00:00:00
PO_CLOTH01_20241223_DC_01_000950|2024-12-23 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241224_DC_01_IBT_000951|2024-12-24 00:00:00|1|Delivered|2024-12-24 00:00:00
PO_CLOTH01_20241224_DC_01_IBT_000952|2024-12-24 00:00:00|1|Delivered|2024-12-24 00:00:00
PO_CLOTH01_20241224_DC_01_IBT_000953|2024-12-24 00:00:00|1|Delivered|2024-12-24 00:00:00
PO_CLOTH01_20241224_DC_01_IBT_000954|2024-12-24 00:00:00|1|Delivered|2024-12-24 00:00:00
PO_CLOTH01_20241224_DC_01_IBT_000955|2024-12-24 00:00:00|1|Delivered|2024-12-24 00:00:00
PO_CLOTH01_20241225_DC_01_IBT_000956|2024-12-25 00:00:00|1|Delivered|2024-12-25 00:00:00
PO_CLOTH01_20241225_DC_01_IBT_000957|2024-12-25 00:00:00|1|Delivered|2024-12-25 00:00:00
PO_CLOTH01_20241225_DC_01_IBT_000958|2024-12-25 00:00:00|1|Delivered|2024-12-25 00:00:00
PO_CLOTH01_20241225_DC_01_IBT_000959|2024-12-25 00:00:00|1|Delivered|2024-12-25 00:00:00
PO_CLOTH01_20241225_DC_01_IBT_000960|2024-12-25 00:00:00|1|Delivered|2024-12-25 00:00:00
PO_CLOTH01_20241226_DC_01_IBT_000961|2024-12-26 00:00:00|1|Delivered|2024-12-26 00:00:00
PO_CLOTH01_20241226_DC_01_IBT_000962|2024-12-26 00:00:00|1|Delivered|2024-12-26 00:00:00
PO_CLOTH01_20241226_DC_01_IBT_000963|2024-12-26 00:00:00|1|Delivered|2024-12-26 00:00:00
PO_CLOTH01_20241226_DC_01_IBT_000964|2024-12-26 00:00:00|1|Delivered|2024-12-26 00:00:00
PO_CLOTH01_20241226_DC_01_IBT_000965|2024-12-26 00:00:00|1|Delivered|2024-12-26 00:00:00
PO_CLOTH01_20241227_DC_01_IBT_000966|2024-12-27 00:00:00|1|Delivered|2024-12-27 00:00:00
PO_CLOTH01_20241227_DC_01_IBT_000967|2024-12-27 00:00:00|1|Delivered|2024-12-27 00:00:00
PO_CLOTH01_20241227_DC_01_IBT_000968|2024-12-27 00:00:00|1|Delivered|2024-12-27 00:00:00
PO_CLOTH01_20241227_DC_01_IBT_000969|2024-12-27 00:00:00|1|Delivered|2024-12-27 00:00:00
PO_CLOTH01_20241227_DC_01_IBT_000970|2024-12-27 00:00:00|1|Delivered|2024-12-27 00:00:00
PO_CLOTH01_20241228_DC_01_IBT_000971|2024-12-28 00:00:00|1|Delivered|2024-12-28 00:00:00
PO_CLOTH01_20241228_DC_01_IBT_000972|2024-12-28 00:00:00|1|Delivered|2024-12-28 00:00:00
PO_CLOTH01_20241228_DC_01_IBT_000973|2024-12-28 00:00:00|1|Delivered|2024-12-28 00:00:00
PO_CLOTH01_20241228_DC_01_IBT_000974|2024-12-28 00:00:00|1|Delivered|2024-12-28 00:00:00
PO_CLOTH01_20241228_DC_01_IBT_000975|2024-12-28 00:00:00|1|Delivered|2024-12-28 00:00:00
PO_CLOTH01_20241229_DC_01_IBT_000976|2024-12-29 00:00:00|1|Delivered|2024-12-29 00:00:00
PO_CLOTH01_20241229_DC_01_IBT_000977|2024-12-29 00:00:00|1|Delivered|2024-12-29 00:00:00
PO_CLOTH01_20241229_DC_01_IBT_000978|2024-12-29 00:00:00|1|Delivered|2024-12-29 00:00:00
PO_CLOTH01_20241229_DC_01_IBT_000979|2024-12-29 00:00:00|1|Delivered|2024-12-29 00:00:00
PO_CLOTH01_20241229_DC_01_IBT_000980|2024-12-29 00:00:00|1|Delivered|2024-12-29 00:00:00
PO_CLOTH01_20241230_DC_01_IBT_000981|2024-12-30 00:00:00|1|Delivered|2024-12-30 00:00:00
PO_CLOTH01_20241230_DC_01_IBT_000982|2024-12-30 00:00:00|1|Delivered|2024-12-30 00:00:00
PO_CLOTH01_20241230_DC_01_IBT_000983|2024-12-30 00:00:00|1|Delivered|2024-12-30 00:00:00
PO_CLOTH01_20241230_DC_01_IBT_000984|2024-12-30 00:00:00|1|Delivered|2024-12-30 00:00:00
PO_CLOTH01_20241230_DC_01_IBT_000985|2024-12-30 00:00:00|1|Delivered|2024-12-30 00:00:00
PO_CLOTH01_20241230_DC_01_000986|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241230_DC_01_000987|2024-12-30 00:00:00|0|Placed|2025-01-06 00:00:00
PO_CLOTH01_20241230_DC_01_000988|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_000989|2024-12-30 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241230_DC_01_000990|2024-12-30 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241230_DC_01_000991|2024-12-30 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241230_DC_01_000992|2024-12-30 00:00:00|0|Placed|2025-01-08 00:00:00
PO_CLOTH01_20241230_DC_01_000993|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_000994|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241230_DC_01_000995|2024-12-30 00:00:00|0|Placed|2025-01-16 00:00:00
PO_CLOTH01_20241230_DC_01_000996|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241230_DC_01_000997|2024-12-30 00:00:00|0|Placed|2025-01-06 00:00:00
PO_CLOTH01_20241230_DC_01_000998|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_000999|2024-12-30 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241230_DC_01_001000|2024-12-30 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241230_DC_01_001001|2024-12-30 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241230_DC_01_001002|2024-12-30 00:00:00|0|Placed|2025-01-08 00:00:00
PO_CLOTH01_20241230_DC_01_001003|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_001004|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241230_DC_01_001005|2024-12-30 00:00:00|0|Placed|2025-01-16 00:00:00
PO_CLOTH01_20241230_DC_01_001006|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241230_DC_01_001007|2024-12-30 00:00:00|0|Placed|2025-01-06 00:00:00
PO_CLOTH01_20241230_DC_01_001008|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_001009|2024-12-30 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241230_DC_01_001010|2024-12-30 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241230_DC_01_001011|2024-12-30 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241230_DC_01_001012|2024-12-30 00:00:00|0|Placed|2025-01-08 00:00:00
PO_CLOTH01_20241230_DC_01_001013|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_001014|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241230_DC_01_001015|2024-12-30 00:00:00|0|Placed|2025-01-16 00:00:00
PO_CLOTH01_20241230_DC_01_001016|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241230_DC_01_001017|2024-12-30 00:00:00|0|Placed|2025-01-06 00:00:00
PO_CLOTH01_20241230_DC_01_001018|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_001019|2024-12-30 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241230_DC_01_001020|2024-12-30 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241230_DC_01_001021|2024-12-30 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241230_DC_01_001022|2024-12-30 00:00:00|0|Placed|2025-01-08 00:00:00
PO_CLOTH01_20241230_DC_01_001023|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_001024|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241230_DC_01_001025|2024-12-30 00:00:00|0|Placed|2025-01-16 00:00:00
PO_CLOTH01_20241230_DC_01_001026|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241230_DC_01_001027|2024-12-30 00:00:00|0|Placed|2025-01-06 00:00:00
PO_CLOTH01_20241230_DC_01_001028|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_001029|2024-12-30 00:00:00|0|Placed|2025-01-10 00:00:00
PO_CLOTH01_20241230_DC_01_001030|2024-12-30 00:00:00|0|Placed|2025-01-09 00:00:00
PO_CLOTH01_20241230_DC_01_001031|2024-12-30 00:00:00|0|Placed|2025-01-08 00:00:00
PO_CLOTH01_20241230_DC_01_001032|2024-12-30 00:00:00|0|Placed|2025-01-17 00:00:00
PO_CLOTH01_20241230_DC_01_001033|2024-12-30 00:00:00|0|Placed|2025-01-07 00:00:00
PO_CLOTH01_20241231_DC_01_IBT_001034|2024-12-31 00:00:00|1|Delivered|2024-12-31 00:00:00
PO_CLOTH01_20241231_DC_01_IBT_001035|2024-12-31 00:00:00|1|Delivered|2024-12-31 00:00:00
PO_CLOTH01_20241231_DC_01_IBT_001036|2024-12-31 00:00:00|1|Delivered|2024-12-31 00:00:00
PO_CLOTH01_20241231_DC_01_IBT_001037|2024-12-31 00:00:00|1|Delivered|2024-12-31 00:00:00
PO_CLOTH01_20241231_DC_01_IBT_001038|2024-12-31 00:00:00|1|Delivered|2024-12-31 00:00:00
PO_CLOTH01_20250101_DC_01_IBT_001039|2025-01-01 00:00:00|1|Delivered|2025-01-01 00:00:00
PO_CLOTH01_20250101_DC_01_IBT_001040|2025-01-01 00:00:00|1|Delivered|2025-01-01 00:00:00
PO_CLOTH01_20250101_DC_01_IBT_001041|2025-01-01 00:00:00|1|Delivered|2025-01-01 00:00:00
PO_CLOTH01_20250101_DC_01_IBT_001042|2025-01-01 00:00:00|1|Delivered|2025-01-01 00:00:00
PO_CLOTH01_20250101_DC_01_IBT_001043|2025-01-01 00:00:00|1|Delivered|2025-01-01 00:00:00
PO_CLOTH01_20250102_DC_01_IBT_001044|2025-01-02 00:00:00|1|Delivered|2025-01-02 00:00:00
PO_CLOTH01_20250102_DC_01_IBT_001045|2025-01-02 00:00:00|1|Delivered|2025-01-02 00:00:00
PO_CLOTH01_20250102_DC_01_IBT_001046|2025-01-02 00:00:00|1|Delivered|2025-01-02 00:00:00
PO_CLOTH01_20250102_DC_01_IBT_001047|2025-01-02 00:00:00|1|Delivered|2025-01-02 00:00:00
PO_CLOTH01_20250102_DC_01_IBT_001048|2025-01-02 00:00:00|1|Delivered|2025-01-02 00:00:00
PO_CLOTH01_20250103_DC_01_IBT_001049|2025-01-03 00:00:00|1|Delivered|2025-01-03 00:00:00
PO_CLOTH01_20250103_DC_01_IBT_001050|2025-01-03 00:00:00|1|Delivered|2025-01-03 00:00:00
PO_CLOTH01_20250103_DC_01_IBT_001051|2025-01-03 00:00:00|1|Delivered|2025-01-03 00:00:00
PO_CLOTH01_20250103_DC_01_IBT_001052|2025-01-03 00:00:00|1|Delivered|2025-01-03 00:00:00
PO_CLOTH01_20250103_DC_01_IBT_001053|2025-01-03 00:00:00|1|Delivered|2025-01-03 00:00:00
